Original,Part of,Translation
Disguise self as similarily shaped creature,,Przebiera Cię za podobnie ukształtowaną istotę
WEAPON ENHANCEMENT,,WZMOCNIENIE BRONI
Slow Fall 40 ft,,Powolny Upadek 12m
TAXATION,,OPODATKOWANIE
Unlimited uses|per day,,Nielimitowane
SWASHBUCKLER,,AWANTURNIK
"Rebuke, Halt, Awe,|Control, Dispel Turning|and Bolster Undead",,"Karcenie, Zatrzymywanie, Strach,|Kontrola, Rozpraszanie Odpędzenia|i Pokrzepienie Nieumarłego"
to confirm criticals,,by potwierdzić trafienia krytyczne
Languages,,Języki
Large,,Duży
LONG JUMP,,DŁUGI SKOK
Poison,,Trucizna
Dispel Magic,,Rozproszenie Magii
From Level 13:,,Od 13 poziomu:
Alertness,,Czujność
BASE ATTACK|BONUS,,Bazowa Premia|do Ataku
MASTER STRIKE,,MISTRZOWSKIE UDERZENIE
Attained,,Zdobyty
Temp Attack,,Tymczasowy Atak
"Add 1d6 to Knowledge, Linguistics or Spellcraft",,"+k6 do Wiedzy, Języków lub Czarostwa"
Add your INT to initiative.,,Dodaj twoją INT do inicjatywy.
Bonus,,Premia
Craft (leatherworking),,Rzemiosło (kuśnierstwo)
Rage 4/day,,Szał 4/dzień
CHARACTER,,POSTAĆ
Barbarian|Level,,Poziom|Barbarzyńcy
Stun (or other effects) target for one round,,Ogłusza 
DETECT EVIL,,WYKRYCIE ZŁA
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.",,"Mistrzowskie uderzenie nie może być użyte na tym samym celu w ciągu|24 godzin, bez względu na wynik rzutu obronnego na Wytrwałość"
Freedom of Movement,,Swoboda Działania
Attribute|modifiers,,Modyfikatory|Atrybutów
2 ki points,,2 ki points
Inflict Critical Damage,,Zadawanie Krytycznych Zniszczeń
DIAMOND SOUL,,DIAMENTOWA DUSZA
TATTOOS,,TATUAŻE
APPEARANCE,,WYGLĄD
DRAGON COLOR,,SMOCZY KOLOR
BONUS,,PREMIA
Improved Bull Rush,,Doskonalsza Szarża Byka
Treasurer,,Skarbnik
Knowledge: Religion,,Wiedza: Religia
From level 6:,,Od 6 poziomu:
Origin,,Historia
COMBAT MANOEUVRES,,MANEWRY BOJOWE
Level|Adjustment,,Dostosowanie|Poziomu
CUNNING KNOWLEDGE,,PRZEBIEGŁA WIEDZA
Knowledge: Dungeoneering,,Wiedza: Lochoznawstwo
Current Shape,,Obecny Kształt
MAGUS,,MAGUS
"Bluff, Disguise",,"Blefowanie, Przebieranie się"
STR,,S
Effective|Spell Level,,Efektywny Poziom|Czarującego
Experience,,Doświadczenie
"Racial,|Feats,|Synergy",,Rasowe|Atuty|Synergia
Purchase starting equipment,,Zakup początkowy ekwipunek
Profession (engineer),,Zawód (inżynier)
Discern Location,,Ujawnienie Położenia
Unhallow,,Przeklęcie
AC,,KP
Weapon Specialisation:,,Specjalizacja w Broni:
PARTY FUNDS,,DOBRA DRUŻYNY
PARTY,,DRUŻYNA
ROGUE,,ŁOTRZYK
Profession (librarian),,Zawód (bibliotekarz)
Quick draw,,Szybkie dobywanie broni
1ft,,"0,3m"
STATS,,STATYSTYKI
Max|Level,,Maksymalny|Poziom
"+1 unrest for each attribute (Economy, Loyalty or Stability) that is negative",,"+1 zamieszek na każdy negatywny atrybut (Ekonomia, Lojalność i Stabilność) "
From level 11:,,Od 11 poziomu:
ABUNDANT STEP,,DALEKI KROK
FRIENDS AND FOES,,PRZYJACIELE I WROGOWIE
"Royal enforcer can reduce unrest by 1, but must then make a loyalty check or lose 1 loyalty",,"Królewski egzekutorów może zredukować niepokój o 1, ale musi zdać test lojalności, inaczej traci 1 lojalności"
Sniper|Level,,Poziom|Snajpera
ARCANE BOND,,TAJEMNA WIĘŹ
Perform (percussion),,Występy (instr. perkusyjne)
Greater Dispel Magic,,"Rozproszenie Magii, Potężniejsze"
Spellthief|Level,,Poziom|Złodzieja Czarów
AURA OF FAITH,,AURA WIARY
DRACONIC SKIN,,SZMOCZA SKÓRA
days,,dni
5d6,,5k6
GOOD,,DOBRY
Token,,Przyjazna
Lesser,,Pomniejsze
d6,,k6
Throat,,Szyja
NPC GROUP,,GRUPA BN
2d6 +,,2k6+
3d6,,3k6
QUEST ITEMS,,PRZEDMIOTY FABULARNE
Act,,Akt
FRIEND,,PRZYJACIEL
Endure Elements,,Odporność na Żywioły
1d4,,1k4
Craft (mechanic),,Rzemiosło (mechanika)
FALL,,UPADEK
Craft (carver),,Rzemiosło (snycerstwo)
Half-orc,,Półork
Weapon type,,Rodzaj Broni
"While raging, gain damage resistance:",,"Kiedy w szale, zyskuje odporność na obrażenia:"
Elemental Fury ×2,,Furia Żywiołów ×2
Heavy Load,,Ciężki Ładunek
From level 3:,,Od 3 poziomu:
Summoned|Today,,Przywołań|Dziś
DREAD|NECROMANCER,,STRASZLIWY|NEKROMANTA
Caster|Level,,Poziom|Czarującego
Morale|Bonus,,Premia|z Morali
DIVINE GRACE,,BOSKA ŁASKA
per successive hit,,na udany atak
Calistril,,Calistril
HUNTER’S BOND,,WIĘŹ ŁOWCY
Improved Critical,,Doskonalsze Trafienie Krytyczne
ft,,m
Avoid all damage on successful reflex,,Unika wszystkich obrażeń w przypadku udanego rz. obr. na refleks
Name,,Imię
MOUNT,,WIERZCHOWIEC
Duchy,,Księstwo
Insightful Strike,,Przemyślane Uderzenie
Invocations|Known,,Znane|Inwokacje
Slow Fall 20 ft,,Powolny Upadek 6m
Detect Magic|Today,,Wykrycie Magii|Dzisiaj
When wearing no armour:,,Kiedy nie nosi zbroi:
Far shot,,Daleki strzał
Martial Prestige|Class Levels,,Poziomy Klas|Prestiż. Adeptów Walki
Attempting to scry on the ninja prompts a caster level check.|Failure renders the ninja undetectable.,,Próba szpiegowania ninja wymaga testu poziomu czarującego.|Porażka sprawia że ninja jest niewykrywalny.
Arms,,Ręce
Districts,,Dzielnice
Inspire Competence,,Inspirowanie Biegłości
sq,,cm
FEMALE,,ŻEŃSKA
TEAMWORK FEATS,,ATUTY DRUŻYNOWE
CATCH LEDGE,,CHWYTANIE KRAWĘDZI
Inflict Light Wounds,,Zadawanie Lekkich Ran
Craft (stone masonry),,Rzemiosło (kamieniarstwo)
TURNING CHECK,,TEST ODPĘDZANIA
Active,,Aktywna
Hidden Master: cast Greater Invisibility as a standard action,,Mistrz Ukrycia: rzucasz Potężniejszą Niewidzialność jako akcję standardową
FAVOURED ENEMIES,,ULUBIENI WROGOWIE
Inventory,,Ekwipunek
AFFILIATIONS,,PRZYNALEŻNOŚĆ
SPELL RANGES,,ZASIĘG CZARÓW
Race,,Rasa
Perform (act),,Występy (aktorstwo)
ARCHIVIST,,KRONIKARZ
Personality,,Przyjacielski
Profession (woodcutter),,Zawód (drwal)
Weapon|Enhancement|Bonus,,Premia do|Broni|z Wzmocnienia
"From level 10, a Rogue|can take Advanced Talents",,Od 10 poziomu Tropiciel może korzystać z Zaawansowanych TAlentów
HEXBLADE’S CURSE,,KLĄTWA KLĄTWIARZA
against larger foes,,przeciw dużym wrogom
FEAT,,ATUT
Ghost Sound,,Widmowy Odgłos
Flurry of Blows Attack Bonus,,Premia do Ataku z Gradu Ciosów
Flurry|Attack,,Grad|Ciosów
DEFENCE,,KLASA PANCERZA
5ft,,"1,5m"
Endurance,,Krzepa
Bane,,Obawa
Wail of the Banshee,,Wycie Banshee
KINGDOM MANAGEMENT,,ZARZĄDZANIE KRÓLESTWEM
HYBRID FORM,,FORMA HYBRYDY
DRUID,,DRUID
Abundant Step,,Daleki Krok
Rage 2/day,,Szał 2/dzień
Advanced Talents,,Zaawansowane Talenty
"Bonus to Climb, Knowledge (geography), Perception, Stealthand Survival while in jungle terrains.",,"Premia do Wspinania się, Wiedzy (geografia), Percepcji, Ukrywania się i Sztuki przetrwania w dżungli"
Spell Resistance,,Odporność na Czary
Character name,,Imię Postaci
Survival,,Sztuka Przetrwania
Farms,,Farmy
(BARD),,(BARD)
Move without penalty or taking damage through any|terrain that doesn’t require a Climb or Swim check.,,"Przemieszczanie się po terenie, nie wymagającym testów|Wspinaczki lub Pływania, bez kar i obrażeń."
INT - 12,,INT - 12
Spell Save DC = 10 + INT + Spell Level,,ST Rz. Obr. = 10 + INT + Poziom Czaru
LEADERSHIP ROLES,,PRZYWÓDCY
Use any skill as if you were trained,,"Używaj dowolnej umiejętności, jak gdyby była wytrenowana"
Elf,,Elf
gp,,sz
"+4 to Jump, no run-up",,"+4 do Skanania, bez rozbiegu"
Quivering Palm,,Drżąca Pięść
Buff,,Premie
Energy resistance:,,Odporność na energię
Combat expertise,,Wyszkolenie w walce
Shoulders,,Ramiona
CON,,BD
AC Penalty,,Kara do Testów z Pancerza
INT,,INT
Basic|Damage,,Podstawowe|Obrażenia
+1 per level,,+1 na poziom
Your base speed (measured in feet per six seconds),,Twoja bazowa prędkość (mierzona w metrach na 6 sekund)
Scenario,,Scenariusz
DEITY,,BÓG
to attacks of opportunity,,do ataków okazyjnych
Warmage|Level,,Poziom|Maga Bitewnego
Caster Levels,,Poziomy Czarującego
Area / Target,,Obszar / Cel
Iaijutsu Focus,,Iaijutsu
DN|Level,,Poziom|SN
Worn Items,,Noszone Przedmioty
Artiste,,Artysta
"Penalty applies to economy, loyalty and stability|From 10, begin to lose control of hexes|From 20, all saves drop to 0 and kingdom cannot act",,"Karę stosuje się do ekonomii, lojalności i stabilności|Od 10 traci kontrolę nad hexami|Od 20 wszystkie rz. obr. spadają do 0 a królestwo nie funkcjonuje"
UPKEEP,,UTRZYMANIE
COMBAT ABILITIES,,ZDOLNOŚCI BOJOWE
DEX,,ZR
Country,,Państwo
Water Breathing,,Oddychanie Wodą
2d6 / 3d8,,2k6 / 3k8
LEVELS,,POZIOMY
Assassin|Level,,Poziom|Skrtobójcy
DFA|Level,,Poziom|ASO
Detect Undead,,Wykrycie Nieumarłych
Strength,,Siła
Damage:,,Obrażenia:
FACTOTUM,,MACHER
From Level 3:,,Od 3 poziomu:
"At odd-numbered levels, you get to pick a feat.|Make sure your character qualifies for the feat’s preconditions.",,"Na każdym niepażystym poziomie wybierasz atut.|Upewnij się, że twoja postać spełnia wszystkie wymagania."
Cause an enemy to die of joy or sorrow,,Sprowadza przeciwnika do śmierci w 
Profession (baker),,Zawód (piekarz)
LANGUAGES,,JĘZYKI
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),,Mod. Atrybutu = (Wartość Atrybutu - 10) / 2 (Zaokrąglane w dół)
d <dice>,,k <kość>
rks,,pu
Negative Levels Today,,Negatywne Poziomy Dzisiaj
ENERGY RESISTANCE,,ODPORNOŚĆ NA ENERGIĘ
Weapon Focus,,Skupienie na broni
15 Acrobatics,,15 Zwinność
PARTY INVENTORY,,EKWIPUNEK DRUŻYNY
From level 12:,,Od 12 poziomu:
Earth,,Ziemia
EQUIPMENT,,EKWIPUNEK
bp,,pb
Greater Two-weapon Fighting,,Potężniejsza Walka Dwoma Orężami
Mounted Speed,,Szybkość na Wierzchowcu
CLASSES,,KLASY
Favoured class,,Ulubiona Klasa
Fighter,,Wojownik
9ft,,"2,7m"
Keen,,Ostrość
Creature Name,,Nazwa Istoty
OATHBOUND PALADIN,,ZAPRZYSIĘŻONY PALADYN
Vacancies,,Puste krzesła
Spell Failure,,Niepowodzenie CZaru
Half-elf,,Półelf
2d8,,2k8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,,Modyfikator z Atrybutu =|(Wartość Atrybutu - 10) / 2
Base attack bonus and saving throws,,Bazowa Premia do Ataku i Rzuty Obronne
Light <weight>,,Lekki <ciężar>
Manyshot,,Wielostrzał
Base Save,,Bazowa Premia
Linguistics,,Języki
HIT POINTS & SKILL RANKS,,PUNKTY WYTRZYMAŁOŚCI I RANGI UMIEJĘTNOŚĆI
Profession (gambler),,Zawód (hazardzista)
Disguise,,Przebieranie
3d8,,3k8
Judgements|Today,,Osądzenia|Dziś
Hide,,Ukrywanie się
Stance,,Postawa
30 ft,,9m
Perfect Self,,Idealne Ja
Player,,Gracz
Power Points,,Punkty Mocy
INCOME,,PRZYCHODY
d8 / 2d8,,k8 / 2k8
Darkness,,Ciemność
Sneaking Precision,,Podstępna Precyzja
Cunning Insight,,Przebiegła Intuicja
DISTRACTION,,ROZPROSZENIE
Wisdom,,Roztropność
Phantasmal Killer,,Widmowy Zabójca
FRIGHTENING TUNE,,PRZERAŻAJĄCY TON
Profession (sailor),,Zawód (żeglarz)
(Round down),,(Zaokrąglane w dół)
CHANNEL TERROR,,KIERUNKOWANIE STRACHU
Ki Pool (adamantine),,Uderzenie Ki (adamantyt)
Inflict Serious Damage,,Zadawanie Poważnych Zniszczeń
WEAPON TRAINING,,WYSZKOLENIE W BRONI
SPECIAL MOUNT,,SPECJALNY WIERZCHOWIEC
Electricity,,Elektryczność
From level 2:,,Od 2 poziomu:
Dragon Shaman|Level,,Poziom|Smoczego Szamana
Initiative bonus,,Premia do inicjatywy
Agile,,Gibkość
Natural Armour|Bonus,,Naturalny pancerz|Premia
SPEED,,Szybkość
Read Magic,,Odczytanie Magii
Influence an animal,,Wpływanie na zwierzęta
PERSONALITY,,OSOBOWOŚĆ
DIPLOMACY MODIFIERS,,MODYFIKATORY DYPLOMACJI
Base|Speed,,Bazowa|Prędkość
BARDIC PERFORMANCE,,WYSTĘPY BARDA
Profession (courtesan),,Zawód (kurtyzana)
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks",,"-2 do testów ataku, obrażeń,|umiejętności oraz rzutów obronnych"
Gifts,,Prezenty
(require,,(wymaga
Bonus Spells,,Czary Premiowe
QUICK DRAW,,SZYBKIE DOBYWANIE
"round down,|minimum 1",,"zaokrąglane w dół,|przynajmniej 1"
Slow Fall 70 ft,,Powolny Upadek 21m
INCARNATE,,WCIELONY
Weapon|Damage|Bonus,,Premia|do Obrażeń|z Broni
+2 to overcome|Spell Resistance,,+2 do przełamania|odporności na czary
"Cannot rage, run or charge|while fatigued.",,"Nie może wpadać w szał, biegać lub szarżować|gdy zmęczony."
coins,,monety
Value,,Wartość
Magister,,Magister
FURIOUS COUNTERSTRIKE,,WŚCIEKŁA KONTRA
Dread|Necromancer|Level,,Poziom|Straszliwego|Nekromanty
Profession (tanner),,Zawód (garbarz)
Stunning Critical,,Ogłuszający Krytyk
Blind-fight,,Walka na oślep
CRIT,,KRYTYK
Applies to ranged attacks within 30ft.,,Dotyczy ataków dystansowych do 9m.
Profession (shepherd),,Zawód (pasterz)
Climb,,Wspinaczka
Bonus to Fortitude saves and initiative checks.,,Premia do rz. obr. na Wytrwałość i Inicjatywy.
Breath Effect,,Rodzaje Oddechów
Knowledge (religion),,Wiedza (religia)
Profession (soldier),,Zawód (żołnierz)
Scorpion Style,,Styl Skorpiona
None,,Żadne
Ghost Touch,,Dotknięcie Ducha
Allegiance,,Przynależność
+2 unrest if the treasury is empty,,+2 niepokojów jeśli skarbiec jest pusty
Meticulous,,Skrupulatny
Craft (pottery),,Rzemiosło (garncarstwo)
Brains Over Brawn,,Umysł Tęższy niż Muskuły
Wakizashi,,Wakizashi
15 to 24,,15 - 24
HOLY CHAMPION,,ŚWIĘTY CZEMPION
Treat unarmed attacks as  lawful weapons,,Cios bez broni traktowany jako broń praworządna
Keyboard|Instruments,,Instrumenty|Klawiszowe
KNOWN SPELLS,,ZNANE CZARY
Spot,,Spostrzegawczość
Disguise Self,,Przebranie
HIT|DICE,,KW
Times Today,,Użyć dzisiaj
DUSKBLADE,,OSTRZE ZMIERZCHU
1 IP,,1 PI
Cure Wounds,,Leczenie Ran
COUNTERSONG,,KONTRAPIEŚŃ
FORT,,WYTR
AETHER,,ETER
Wood,,Drewno
CHARACTER|BACKGROUND,,CHARAKTERYSTYKA|POSTACI
NIMBLE,,ZWINNY
Size Modifier|x4,,Modyfikator|z Rozmiaru x4
Flurry of Blows,,Grad Ciosów
FLURRY OF BLOWS,,GRAD CIOSÓW
Sense Motive,,Wyczucie Pobudek
Ki Weapon,,Broń Ki
Sage,,Mędrczy
Size,,Rozmiar
Crushing Despair,,Przejmująca Rozpacz
Brow,,Brwi
Round down,,Zaokrąglane w dół
Fighter|Level,,Poziom|Wojownika
RANGED|ATTACK,,ATAK|ZASIĘGOWY
MUTAGENS,,MUTAGENY
Economy|Roll,,Rzut|na Ekonomię
Promotions,,Polityka
Skill + Factotum Level,,Umiejętność + Poziom Machera
Supreme Charge,,Doskonała Szarża
Slow Fall 90 ft,,Powolny Upadek 27m
Temp|Bonus,,Tymczasowa|Premia
3-Level|Bonus × 2,,3-Poziom|Premia × 2
Effective|Caster|Level,,Efektywny|Poziom|Czarującego
Air,,Powietrze
Energy Type,,Rodzaj Energii
Remember to role-play your character traits.,,pamiętaj o odgrywaniu cech twojej postaci
2d10,,2k10
Climb Speed,,Prędkość Wspinaczki
Mass Suggestion,,Zbiorowa Sugestia
Use Rope,,Używanie Liny
DRACONIC AURA,,SMOCZA AURA
REF,,REF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.",,"Premię stosuje się do rzutów obronnych przeciwko Występom Barda,|oraz efektom opartych na dźwięku i języku."
Bluff,,Blefowanie
Base|Attack,,Bazowa|Premia
Waves of Exhaustion,,Fale Wyczerpania
Wholeness of Body,,Jedność Ciała
Arcane Dilettante 7,,Amator Tajemnic 7
Class|Skill,,Umiejętnośći|Klasowe
Item|Bonus,,Premia|z Przedmiotu
Total|Level,,Poziom|Postaci
Basic Value,,Bazowa Wartość
Misc,,Inne
Horrid Wilting,,Ohydne Usychanie
Profession (miller),,Zawód (młynarz)
ARCHERY,,ŁUCZNICTWO
SETTLEMENT,,OSADY
Point blank shot,,Bezpośredni strzał
CHOICES,,WYBORY
Range:,,Zasięg:
Bonus|Points,,Premiowe|Punkty
BARDIC KNOWLEDGE,,WIEDZA BARDÓW
Arcane Dilettante 4,,Amator Tajemnic 4
10ft,,3m
USES PER DAY,,UŻYĆ NA DZIEŃ
Weapon Attack Bonus,,Premia do ataku z broni
Magic Weapon,,Magiczna Broń
Knowledge (nature),,Wiedza (natura)
Uncanny Dodge,,Nieświadomy Unik
TWO-WEAPON FIGHTING,,WALKA DWOMA ORĘŻAMI
(PALADIN),,(PALADYN)
WARMAGE,,MAG BITEWNY
Favoured|     Terrain,,Preferowany|Teren
Elemental Fury ×4,,Furia Żywiołów ×4
From Level 8:,,Od 8 poziomu:
Warlock|Level,,Poziom|Czarnoksiężnika
(CLERIC),,(KAPŁAN)
FAVOURED ELEMENT,,ULUBIONY ŻYWIOŁ
FIGHTER,,WOJOWNIK
Perform (wind),,Występy (instr. dęte)
Spouse,,Współmałżonek
HEALTH,,ZDROWIE
Arcane Dilettante 5,,Amator Tajemnic 5
Base Attack|Bonus,,Bazowa Premia|do Ataku
Courage Bonus,,Premia za Odwagę
FAVOURED ENEMY,,PREFEROWANY WRÓG
Profession (farmer),,Zawód (farmer)
Still Mind,,Spokojny Umysł
Craft (calligraphy),,Rzemiosło (kaligrafia)
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.",,"Zastanów się nad ciekawym konceptem twojej postaci. Pomyśl skąd pochodzi,|jaka była jej przeszłość i dlaczego wybrała poszukiwanie przygód.|Użyj dodatkowych stron, jeśli będziesz potrzebował."
MALE,,MĘSKA
Paralysed,,Sparaliżowany
FAVOURED TERRAIN,,ULUBIONY TEREN
ECO,,EKO
"Bluff, Diplomacy",,"Blefowanie, Dyplomacja"
Saving throw,,Rzut Obronny
Use bonus in place of...,,Użyj premii zamiast...
Dance,,Taniec
55ft,,"16,5m"
BASE ATTACK,,PREMIE DO ATAKU
Life bond,,Więź krwi
BARBARIAN!,,BARBARZYŃCA!
INITIATIVE,,INICJATYWA
DRAGONFIREADEPT,,ADEPT SMOCZEGO OGNIA
Profession (trapper),,Zawód (traper)
Craft (chemist),,Rzemiosło (chemia)
Take 20 Today,,Przyjętych 20 dziś
TRAINING,,WYSZKOLENIE
35ft,,"10,5m"
60ft,,18m
Delayed death,,Opóźniona Śmierć
FEATS,,ATUTY
25 to 34,,25 - 34
Item,,Przedmiot
Combat Casting,,Czarowanie w walce
Speciality Spell,,Czary ze Specjalizacji
PORTRAIT,,PORTRET
STUNNING FIST,,OSZAŁAMIAJĄCA PIĘŚĆ
Avoid half damage on failed reflex save,,Unika połowy obrażeń w przypadku nieudanego rzutu obronnego na refleks
6ft,,"1,8"
Marshal,,Zarządca
to Diplomacy to alter an animal’s attitude,,do Dyplomacji w celu zmieniania nastawienia zwierząt
Cone of Cold,,Stożek Zimna
Wild|Shape|Level,,Poziom|Kształtu|Natury
Gain damage reduction 5/evil.,,Zyskuje redukcję obrażeń 5/zło
Power|Save DC,,ST Rz. Obr.|na Moc
Fast Movement,,Szybkie Poruszanie się
Festivals,,Festiwale
Temp Damage,,Tymczasowe Obrażenia
"Armour, Shield",,"Zbroja, Tarcza"
Nerf,,Kary
DAMAGE,,OBRAŻENIA
FAVOURED ENEMY BONUS,,PREMIA Z PREFEROWANEGO WROGA
Trap Sense +5,,Wyszukiwanie Pułapek +5
Healing,,Leczenie
HEXBLADE,,KLĄTWIARZ
Impaling Critical,,Przebijający Krytyk
die,,kość
SPELL SCHOOLS,,SZKOŁY MAGII
Attack|Bonus,,Premia|do Ataku
LOYALTY,,LOJALNOŚĆ
Untrained,,Niewyszkolona
From level 20:,,Od 20. poziomu:
Profession (innkeeper),,Zawód (oberżysta)
SHUGENJA,,SHUGENJA
Move Silently,,Ciche Poruszanie się
HIT POINTS,,PUNKTY WYTRZYMAŁOŚĆI
SHAMAN,,SZAMAN
Long,,Długi
SAVES,,RZUTY OBRONNE
d8,,k8
Heal wounds,,Leczenie ran
The number of 12-mile|hexes the kingdom controls,,"Liczba 19,2km hexów|pod kontrolą królestwa"
Psionic Aura,,Psioniczna Aura
Max Speed,,Prędkość Maks.
Craft (carpentry),,Rzemiosło (stolarstwo)
Spells|per day,,Czary|Dziennie
FEATS & SPECIAL ABILITIES,,ATUTY I UMIEJĘTNOŚCI SPECJALNE
if larger/|smaller,,jeśli większy/|mniejszy
No age penalties or artificial ageing,,Nie podlega karom wynikających ze starzenia się i nie może być postarzany za pomocą magii
(at will),,(na życzenie)
CITY,,MIASTO
Misdirection,,Przeinaczenie magii
Animal Companion’s Name,,Imię Zwierzęcego Towarzysza
See below.,,Zobacz poniżej
VALUABLE ITEMS,,KOSZTOWNOŚCI
Add monk level to Acrobatics checks for jumping,,Dodaj liczbę poziomów Mnicha do testów skakania opartych na Zwinności
Mass Inflict Moderate Wounds,,"Zadawanie Średnich Ran, Zbiorowe"
(Use adjusted CON),,Użyj dostosowanej B)
Greater,,Większe
Craft (tailor),,Rzemiosło (krawiectwo)
Range,,Zasięg
Inspiration|Point Cost,,Koszt|Punktów Inspiracji
Medium,,Średni
Events,,Wydarzenia
Diseased,,Chory
Skill focus,,Skupienie na umj.
DIVINE BOND,,BOSKA WIĘŹ
PAYMENTS,,PŁATNOŚCI
Take only half damage even on failed reflex,,Połowa obrażeń w przypadku nieudanego rzutu na refleks
LONG RANGE,,DŁUGI ZASIĘG
4d6,,4k6
Shot on the Run,,Strzał w Biegu
Light weapon,,Broń lekka
Skill,,Umiejętność
PREPARED SPELLS,,PRZYGOTOWANE CZARY
Improved Evasion,,Doskonalsze Uchylanie
Full|Moon,,Pełnia
DC 15,,ST 15
Modifier,,Modyfikator
Stealth,,Skradanie się
"Fill in the class’s hit die, skill ranks per level, and class skills",,"Uzupełnij klasową KW, punkty umiejętności na poziom i umiejętności klasowe"
Preferred Clothing,,Ulubione Ubranie
Locate traps,,Wyszukiwanie Pułapek
Extra,,Dodatkowe
Fire and cold resistance,,Odporność na ogień i zimno
Point|Cost,,Koszt
Face,,Twarz
Bonus to attack and damage rolls,,Premia do ataku i testów obrażeń
Size|Modifier x4,,Modyfikator|Rozmiaru x4
Ability|Score,,Wartość|Atrybutu
Serious Wounds,,Poważne Rany
CHANNEL ENERGY,,KIERUNKOWANIE ENERGII
Poised,,Pewny Siebie
Roll hit points and allocate skill ranks,,Wylosuj punkty wytrzymałości i rozdaj punkty umiejętności
Dancing Lights,,Tańczące Światła
Weight,,Waga
Enemy,,Wróg
LORE MASTER,,MISTRZ WIEDZY
Improved Critical or Keen weapon,,Doskonalszy Krytyk lub broń ostra
Cone of Fire,,Stożek Ognia
pts,,ptk
Can wear medium armour,,Może nosić średnią zbroję
Justice,,Sprawiedliwość
Disable traps,,Unieszkodliwianie Pułapek
"Warmages can use light armour and shields|without penalty. From level 8, this includes|medium armour.",,"Magowie bitewni mogą używać l. pancerzy i tarcz|bez kary. Od 8. poziomu, także|śr. pancerzy."
Countersong,,Kontrpieśń
DC 10,,ST 10
Poison Use,,Używanie Trucizn
Fears,,Lęki
d00,,k
LYCANTHROPIC EMPATHY,,WIĘŹ LIKANTROPÓW
Spellcaster|Level,,Poziom|Czarującego
MAGUS ARCANA,,ARKANY MAGUSA
Bards can wear light armour without risking|spell failure.,,Bard może nosić lekką zbroję bez ryzyka|niepowodzenia czaru.
Magus|Level,,Poziomy|Maga
MASS SUGGESTION,,ZBIOROWA SUGESTIA
Nimble Moves,,Zwinne Ruchy
Intelligence,,Inteligencja
Can make knowledge checks untrained.,,Może wykonywać testy Wiedzy bez ich znajomości
Power|Level,,Poziomy|Mocy
Craft (jeweler),,Rzemiosło (jubilerstwo)
Energy|Resistance,,Odporność|na Energię
Medium Load,,Średnie Obciążenie
Con,,Bd
Coward,,Tchórzliwy
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,,Kierunkowanie pozytywnej energii zużywa|2 Nakładania Rąk
Illiteracy,,Niepiśmienność
"Weapons, Ammo, Scrolls, Potions",,"Broń, Pociski, Zwoje, Mikstury"
Levels,,Poziomy
Inflict Moderate Wounds,,Zadawanie Średnich Ran
REDUCTION,,REDUKCJA
Granted Powers,,Ofiarowane Moce
Spells|Known,,Znane|Czary
Shugenja Order Spells,,Czary Zakonu Shugendō
Perform (keyboard),,Występy (instr. klawiszowe)
Profession (gardener),,Zawód (ogrodnik)
Orb of Electricity,,Kula Elektryczności
RIVAL,,RYWAL
Etherealness,,Eteryczność
Channel Negative Energy,,Kierunkowanie Negatywnej Energii
Life Link,,Więź życia
Track,,Tropienie
Councilor,,Radny
BASIC SPEED,,BAZOWA PRĘDKOŚĆ
PERFECT SELF,,IDEALNE JA
Acrobatics,,Zwinność
No Armour Check penalty when charging.,,Brak Kary do Testów z Pancerza podczas szarżowania.
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,,Niweluje magiczne efekty oparte na dźwięku.|Sprzymierzeńcy w zasięgu 9m
Arcane Dilettante 2,,Amator Tajemnic 2
Craft (alchemy),,Rzemiosło (alchemia)
(From level 2),,(Od 2. poziomu)
Performance,,Występy
Tier,,Poziom
ABILITY SCORE,,WARTOŚĆ ATRYBUTU
Torso,,TORS
Evil Cleric,,Zły Kapłan
From Level 11:,,Od 11. Poziomu:
From level 9:,,Od 9. poziomu:
School,,Szkoła
Rounds|Today,,Rundy|Dziś
Blue,,Niebieski
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.",,"Tropiciel dostaje premiowe atuty, nawet jeśli nie spełnia wymagań, jednak mogą być stosowane tylko gdy nie nosi ciężkiej zbroi."
Danger sense,,Wyczucie zagrożenia
AURA OF RIGHTEOUSNESS,,AURA PRAWOŚCI
Normal,,Normalne
From level 4:,,Od 4. poziomu:
Disable Device,,Unieszkodliwianie Mechanizmów
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft",,Jako akcję ruchu podziel się twoją Premią za Preferowanego Wroga przeciw jednej istocie ze sprzymierzeńcami w obszarze 9m.
Bonus Points,,Punkty Premiowe
Total,,Suma
BAB,,BPA
