Original,Part of,Translation
Invisible (1 round),,Invisible (1 round)
"5,000 people",,"5,000 people"
The ‘broken’ condition is removed when the object reaches|at least half its total hit points.,,The ‘broken’ condition is removed when the object reaches|at least half its total hit points.
KI DODGE,,KI DODGE
rats,,rats
20ft,,20ft
Constitution checks;|  Fortitude saves,,Constitution checks;| Fortitude saves
Earn double money from a public performance,,Earn double money from a public performance
Inflict Critical Wounds,,Inflict Critical Wounds
POWER OF FAITH,,POWER OF FAITH
Power Surge,,Power Surge
Skill|Bonus,,Skill|Bonus
Hesitate,,Hesitate
MASTER OF PERSUASION,,MASTER OF PERSUASION
Damage,,Damage
Improved Uncanny Dodge,,Improved Uncanny Dodge
+6 to all saving throws against poison,,+6 to all saving throws against poison
SHARED PRECISION,,SHARED PRECISION
SNEAK ATTACK,,SNEAK ATTACK
+2 to any one ability score,,+2 to any one ability score
WILD SURGE,,WILD SURGE
Additional Domain,,Additional Domain
Grand Diplomat,,Grand Diplomat
"Once a day, or by spending a 4th level spell slot,",,"Once a day, or by spending a 4th level spell slot,"
CHA,,CHA
2 pt,,2 pt
Applies to undead under|control within 60 ft. If the|creature saves it is no |longer under control,,Applies to undead under|control within 60 ft. If the|creature saves it is no |longer under control
ARTIFICER KNOWLEDGE,,ARTIFICER KNOWLEDGE
Temporarily gain the use of combat feats,,Temporarily gain the use of combat feats
"Apply the archaeologist’s luck bonus as a |swift action to attack rolls, saving throws, |skill checks and damage rolls.",,"Apply the archaeologist’s luck bonus as a |swift action to attack rolls, saving throws, |skill checks and damage rolls."
Tether spirit,,Tether spirit
PSYCHIC AURA,,PSYCHIC AURA
if you fail a jump by 4 or less,,if you fail a jump by 4 or less
FAVOURED COMMUNITIES,,FAVORED COMMUNITIES
DEATH ATTACK,,DEATH ATTACK
MASTER SCRIBE,,MASTER SCRIBE
Skill Assistance (15ft.),,Skill Assistance (15ft.)
Hit|dice,,Hit|dice
Bull’s Strength,,Bull’s Strength
Save DC,,Save DC
Sixth Sense +1,,Sixth Sense +1
Tactitian|Level,,Tactitian|Level
Skirmish|AC Bonus,,Skirmish|AC Bonus
Phantom Battle,,Phantom Battle
Effective|Binder Level,,Effective|Binder Level
AURA OF PURITY,,AURA OF PURITY
"Use Bluff in place of Diplomacy to improve a creature’s attitude for 1 minute; after that, their attitude worsens",,"Use Bluff in place of Diplomacy to improve a creature’s attitude for 1 minute; after that, their attitude worsens"
Guide magic,,Guide magic
"Diplomacy, Sense Motive",,"Diplomacy, Sense Motive"
"At 5 influence, surrender all control of yourself to the spirit|until the next morning.",,"At 5 influence, surrender all control of yourself to the spirit|until the next morning."
Naginata,,Naginata
Bonus|Spells,,Bonus|Spells
+2 AoO attack and AC,,+2 AoO attack and AC
Summon Nature’s Ally III,,Summon Nature’s Ally III
SOULMELDS,,SOULMELDS
Mass Fire Shield,,Mass Fire Shield
WARRIOR’S PATH,,WARRIOR’S PATH
"Turn, Halt,|Rout and|Destroy Undead",,"Turn, Halt,|Rout, and|Destroy Undead"
Mind Blade|Penalty,,Mind Blade|Penalty
Become half-fiend NPC thrall to infernal patron,,Become half-fiend NPC thrall to infernal patron
Attribute|scores,,Attribute|scores
BINDING CIRCLES,,BINDING CIRCLES
CRYPTIC,,CRYPTIC
Spend one use of mythic power to add to any d20,,Spend one use of mythic power to add to any d20
Disable intricate traps in half the time,,Disable intricate traps in half the time
Morale Penalty,,Morale Penalty
Dedicated,,Dedicated
Profession (barrister),,Profession (barrister)
Sacrifice a spell slot to gain an AC bonus of that level.|This can be done after a hit is confirmed.,,Sacrifice a spell slot to gain an AC bonus of that level.|This can be done after a hit is confirmed.
Smite Good,,Smite Good
Surge Type,,Surge Type
Dwarf,,Dwarf
Master Poisoner,,Master Poisoner
Focus|Subjects|Today,,Focus|Subjects|Today
Finesse,,Finesse
DEEP WALKER,,DEEP WALKER
Wild Surge|Save DC,,Wild Surge|Save DC
HUNTER,,HUNTER
Slow Fall 60 ft,,Slow Fall 60 ft
You need both hands free to gather power.,,You need both hands free to gather power.
Vigilante Level bonus to resist|attempts to Intimidate,,Vigilante Level bonus to resist|attempts to Intimidate
Special Ability,,Special Ability
Least,,Least
CALENDAR,,CALENDAR
HUNTER’S TRICKS,,HUNTER’S TRICKS
Attack Bonus,,Attack Bonus
Armour class bonus against attacks of opportunity|for moving out of a threatened square.,,Armor class bonus against attacks of opportunity|for moving out of a threatened square.
Large city state and surrounding area,,Large city state and surrounding area
DEMANDING CHALLENGE,,DEMANDING CHALLENGE
Full-round action; DC 35 Tumble check to deal +2d6 |damage on each hit against designated target and have|critical threats automatically confirmed until the end of|your next turn,,Full-round action; DC 35 Tumble check to deal +2d6 |damage on each hit against designated target and have|critical threats automatically confirmed until the end of|your next turn
Evade Reach 20ft,,Evade Reach 20ft
Choke Hold,,Choke Hold
"Allies within 10ft, not including yourself,|only take half damage from your chosen foe.",,"Allies within 10ft, not including yourself,|only take half damage from your chosen foe."
Fire,,Fire
8ft,,8ft
BLADETHIRST,,BLADETHIRST
NATURE BOND / STORM LORD,,NATURE BOND / STORM LORD
A physical blast is a ranged attack that bypasses spell resistance.|An energy blast is a ranged touch attack.,,A physical blast is a ranged attack that bypasses spell resistance.|An energy blast is a ranged touch attack.
Exploit Vestige,,Exploit Vestige
Deceive,,Deceive
All travel is treated as if on a “road or trail” even when in trackless terrain.|Extend this benefit to one companion per level with a DC 15 Surival check.,,All travel is treated as if on a “road or trail” even when in trackless terrain.|Extend this benefit to one companion per level with a DC 15 Surival check.
Normal (10 pts),,Normal (10 pts)
FEATHERED COMPANION,,FEATHERED COMPANION
Additional Sneak Attack,,Additional Sneak Attack
Deceive |truth-detecting |magic.,,Deceive |truth-detecting |magic.
STUFF,,STUFF
"Immune to disarm, steal and sunder combat manoeuvres targeting|a light or one-handed piercing melee weapon.",,"Immune to disarm, steal and sunder combat maneuvers targeting|a light or one-handed piercing melee weapon."
SOUL OF THE CRYPT,,SOUL OF THE CRYPT
Learned Master,,Learned Master
BATTLEFIELD PRESENCE,,BATTLEFIELD PRESENCE
Inspiration|today,,Inspiration|today
Points Healed,,Points Healed
SMITE EVIL,,SMITE EVIL
Spend additional power points to affect more members.,,Spend additional power points to affect more members.
MYTHIC SAVING THROWS,,MYTHIC SAVING THROWS
WU JEN,,WU JEN
SPILL BLOOD,,SPILL BLOOD
Accepting burn causes your body to visibly surge with energy.,,Accepting burn causes your body to visibly surge with energy.
Each enemy being bypassed after|the first; cumulative,,Each enemy being bypassed after|the first; cumulative
ELDRITCH BLAST,,ELDRITCH BLAST
BRAVERY,,BRAVERY
WARPRIEST,,WARPRIEST
BEGUILER,,BEGUILER
Shocking burst,,Shocking burst
Add elemental damage to an attack,,Add elemental damage to an attack
Touch of Idiocy,,Touch of Idiocy
Allies with rage class abilities may use features dependent on those abilities without restriction.|Allies may make an additional attack as part of a full-round action.,,Allies with rage class abilities may use features dependent on those abilities without restriction.|Allies may make an additional attack as part of a full-round action.
Temp|Modifier,,Temp|Modifier
and,,and
Abadius,,Abadius
"Undead within 10ft take -4 penalty to will saves against|positive energy, and do not heal from negative energy.",,"Undead within 10ft take -4 penalty to will saves against|positive energy, and do not heal from negative energy."
(ANTIPALADIN),,(ANTIPALADIN)
DEBILITATING INJURY,,DEBILITATING INJURY
Swinging Reposition,,Swinging Reposition
"On falling to 0hp or lower, restore to 1hp.",,"On falling to 0hp or lower, restore to 1hp."
Suggest actions to one already fascinated creature,,Suggest actions to one already fascinated creature
"If an ally who participated in your seance today dies within|line of sight and effect, accept their soul into yours.",,"If an ally who participated in your seance today dies within|line of sight and effect, accept their soul into yours."
Spell Storing Item,,Spell Storing Item
Undying Loyalty,,Undying Loyalty
+2 Dexterity,,+2 Dexterity
Disruptive Attack,,Disruptive Attack
SAVE DC,,SAVE DC
+4 racial bonus to saving throws against poison.,,+4 racial bonus to saving throws against poison.
"Roll twice against charm or compulsion|Once per day, take 20 on any d20",,"Roll twice against charm or compulsion|Once per day, take 20 on any d20"
"Fold along the dotted lines, making sure|the                hatched areas are hidden or|face down",,"Fold along the dotted lines, making sure|the hatched areas are hidden or|face down"
Use a Bluff check to spread rumours. The rumours normallytake a week to propogate.,,Use a Bluff check to spread rumors. The rumors normallytake a week to propagate.
Affiliation,,Affiliation
ITEM INVENTORY,,ITEM INVENTORY
Initiate paths as spell-like abilities,,Initiate paths as spell-like abilities
Pharast,,Pharast
Glitterdust,,Glitterdust
Platinum,,Platinum
"Gain temporary hp, grant bonuses to mount",,"Gain temporary hp, grant bonuses to mount"
Extraordinary|Trap Modifier,,Extraordinary|Trap Modifier
VIGILANTE,,VIGILANTE
second sneak attack in a round,,second sneak attack in a round
Use touch AC beyond first range increment,,Use touch AC beyond first range increment
REMADE SELF,,REMADE SELF
+ 100 ft.,,+ 100 ft.
DOMAIN,,DOMAIN
PERFECT STRIKE,,PERFECT STRIKE
Armour gains a bonus to saving throws.,,Armor gains a bonus to saving throws.
Create illusions filling four 10ft cubes per level.,,Create illusions filling four 10ft cubes per level.
"Fascinated, shaken",,"Fascinated, shaken"
Cutpurse|Level,,Cutpurse|Level
Speed Climb,,Speed Climb
Weapon Specialisation  (,,Weapon Specialization (
Cone of Acid,,Cone of Acid
"Control your descent by ricocheting between two or more walls no more than 10ft apart.|You can end the drop by diving through a window, balconyor other opening.|The DC for this Acrobatics check is 5 for each 10ft dropped.",,"Control your descent by ricocheting between two or more walls no more than 10ft apart.|You can end the drop by diving through a window, balconyor other opening.|The DC for this Acrobatics check is 5 for each 10ft dropped."
4/silver,,4 / silver
Uses|per day,,Uses|per day
Telepathy,,Telepathy
SHARED KNOWLEDGE,,SHARED KNOWLEDGE
"Weapon Augmentation, Lesser",,"Weapon Augmentation, Lesser"
"Use this DC for the damage will (halves) save,|the Fear Aura will (negates) save, and|the Paralyzing Touch fortitude (negates) save",,"Use this DC for the damage will (halves) save,|the Fear Aura will (negates) save, and|the Paralyzing Touch fortitude (negates) save"
Astral Armour,,Astral Armor
"Confused, dazed, frightened, sickened",,"Confused, dazed, frightened, sickened"
ZEN ARCHER,,ZEN ARCHER
SAVAGE SAILOR,,SAVAGE SAILOR
KI POWERS,,KI POWERS
"Make a single combat manoeuvre against a creature up to your size, with a close weapon or unarmed.|If successful it deals damage, the target flies10ft in a direction of your choosing and is knocked prone.|If the target hits an obstacle, they take 1d6 damage.",,"Make a single combat maneuver against a creature up to your size, with a close weapon or unarmed.|If successful it deals damage, the target flies10ft in a direction of your choosing and is knocked prone.|If the target hits an obstacle, they take 1d6 damage."
Sixth Sense +4,,Sixth Sense +4
ARCANE ARCHER,,ARCANE ARCHER
WILL,,WILL
Sixth Sense +3,,Sixth Sense +3
Burn damage cannot be reduced or redirected.,,Burn damage cannot be reduced or redirected.
Sorcerer|Level,,Sorcerer|Level
Stone Tell,,Stone Tell
MERCIES,,MERCIES
ARCANE TRICKSTER,,ARCANE TRICKSTER
ECONOMY,,ECONOMY
Line of Fire,,Line of Fire
Immune to becoming fatigued or exhausted.,,Immune to becoming fatigued or exhausted.
Character Name,,Character Name
MAX BONUS,,MAX BONUS
- 1 per 5lb| carried,," 1 per 5lb| carried"
POISON LORE,,POISON LORE
Immune to all poisons,,Immune to all poisons
Share Incarnum Radiance (no fatigue),,Share Incarnum Radiance (no fatigue)
Put already fascinated creatures to sleep,,Put already fascinated creatures to sleep
Hands,,Hands
Planar Attack,,Planar Attack
WEAL’S CHAMPION,,WEAL’S CHAMPION
Remove disease,,Remove disease
Knowledge:,,Knowledge:
Add monk level to checks for escaping a grapple,,Add monk level to checks for escaping a grapple
WILL SAVE DC,,WILL SAVE DC
DRUNKEN|KI,,DRUNKEN|KI
When you confirm a critical hit,,When you confirm a critical hit
MOUNTAINEER,,MOUNTAINEER
PERFECT MERGER,,PERFECT MERGER
Touch of Surrender,,Touch of Surrender
Enhancements,,Enhancements
Invocation|Level,,Invocation|Level
Duskblade|Level,,Duskblade|Level
CLASS,,CLASS
Ice sheet,,Ice sheet
Martial Training,,Martial Training
Gain 5hp for each of the target’s hit dice.,,Gain 5hp for each of the target’s hit dice.
Human,,Human
Coup de grace,,Coup de grace
Swiftness,,Swiftness
Reduce the burn cost of your next blast.,,Reduce the burn cost of your next blast.
INSPIRE GREATNESS,,INSPIRE GREATNESS
"All spells, channelling and other effects to heal undeadalways do their maximum effect +50%.",,"All spells, channeling, and other effects to heal undeadalways do their maximum effect +50%."
"On entering an anti-psionic area, pass a |Will Save (DC 20) to keep your mind blade|active for this duration:",,"On entering an anti-psionic area, pass a |Will Save (DC 20) to keep your mind blade|active for this duration:"
Battle|Dancer|Level,,Battle|Dancer|Level
Shield bonus to AC and|circumstance bonus to|all saves when within|reach.,,Shield bonus to AC and|circumstance bonus to|all saves when within|reach.
SORCERER,,SORCERER
Master scribe,,Master scribe
+4 morale bonus to Will saves against enchantment,,+4 morale bonus to Will saves against enchantment
Character traits,,Character traits
SMITE OPPOSITION,,SMITE OPPOSITION
Unarmed|Strike|Damage,,Unarmed|Strike|Damage
"Begin or switch a battle dance as a swift action,|rather than as a move action.",,"Begin or switch a battle dance as a swift action,|rather than as a move action."
Crown of Veils,,Crown of Veils
Opportune parry|and riposte,,Opportune parry|and riposte
Hair,,Hair
True Strike,,True Strike
RESONANT POWER,,RESONANT POWER
Sure Footed,,Sure Footed
Death attack,,Death attack
d10 +,,d10 +
TRUE JUDGEMENT,,TRUE JUDGEMENT
"On a successful surprise attack, target must make a will save|or be stunned until the end of your next turn.",,"On a successful surprise attack, target must make a will save|or be stunned until the end of your next turn."
Total skill|ranks,,Total skill|ranks
Necromancy,,Necromancy
GRAPPLE,,GRAPPLE
Fused Eidolon,,Fused Eidolon
Energy|  Shield,,Energy| Shield
Granted,,Granted
"Weapons, Ammo",,"Weapons, Ammo"
"Globe of Invulnerability, Lesser",,"Globe of Invulnerability, Lesser"
"Bonus to saving throws against|mind-affecting effects,|death effects and poisons.",,"Bonus to saving throws against|mind-affecting effects,|death effects, and poisons."
TRANCE OF THREE,,TRANCE OF THREE
Axiomatic,,Axiomatic
Longbow,,Longbow
CHANGE SHAPE,,CHANGE SHAPE
+4 to attack,,+4 to attack
STOLEN SPELLS,,STOLEN SPELLS
ETHERIC TETHER,,ETHERIC TETHER
+6 AoO attack and AC,,+6 AoO attack and AC
3 Shared powers,,3 Shared powers
Additional attack,,Additional attack
Natural armour|bonus,,Natural armor|bonus
Slippery Mind,,Slippery Mind
"No penalty when moving across slick surfaces,|whether natural or magical",,"No penalty when moving across slick surfaces,|whether natural or magical"
Wild empathy,,Wild empathy
KINGDOM SIZE,,KINGDOM SIZE
ORACLE,,ORACLE
Slow Fall any distance,,Slow Fall any distance
Dervishes of Dawn can wear light armour|without risking spell failure.,,Dervishes of Dawn can wear light armor|without risking spell failure.
Copy magical and psionic effects between members.|This costs points equal to the caster or manifester level.,,Copy magical and psionic effects between members.|This costs points equal to the caster or manifester level.
Criticals are automatically confirmed with a light or|one-handed piercing melee weapon.,,Criticals are automatically confirmed with a light or|one-handed piercing melee weapon.
ANIMAL TYPE,,ANIMAL TYPE
Burning Hands,,Burning Hands
Attacks of opportunity against manoeuvres,,Attacks of opportunity against maneuvers
VERMIN EMPATHY,,VERMIN EMPATHY
ANGEL OF DEATH,,ANGEL OF DEATH
Knowledge (geography),,Knowledge (geography)
Penetrating Strike,,Penetrating Strike
pp,,pp
Knowledge (local),,Knowledge (local)
5/silver,,5 / silver
Uses per day,,Uses per day
Arcane|Level|Bonus,,Arcane|Level|Bonus
Specialist|Spell,,Specialist|Spell
Demand,,Demand
PERFECT SURGE,,PERFECT SURGE
Flame Arrow,,Flame Arrow
x 4,,x 4
VOICES OF THE SPHERES,,VOICES OF THE SPHERES
Jester|Level,,Jester|Level
"As a standard action, make an attack against studied targetthat deals normal damage and, if successful, may also kill, knock unconscious for 1d4 hours, or paralyse for 2d6 rounds.",,"As a standard action, make an attack against studied target that deals normal damage and, if successful, may also kill, knock unconscious for 1d4 hours, or paralyze for 2d6 rounds."
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham",,"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham"
Blindsense 60ft,,Blindsense 60ft
"When using the mind blade in the shape of a|Bastard Sword as a two-handed weapon,|STR bonus to attack is multiplied by 1½.",,"When using the mind blade in the shape of a|Bastard Sword as a two-handed weapon,|STR bonus to attack is multiplied by 1½."
Healing Points,,Healing Points
Owner’s|Ranks,,Owner’s|Ranks
Spell Save DC = 10 + Stat + Spell Level,,Spell Save DC = 10 + Stat + Spell Level
SHARE SPELLS,,SHARE SPELLS
Vitalist|Level,,Vitalist|Level
Applies whenever the target is|denied a DEX bonus to AC.|Sudden Strike stacks with Sneak Attack.,,Applies whenever the target is|denied a DEX bonus to AC.|Sudden Strike stacks with Sneak Attack.
Size Modifier|× 4,,Size Modifier|× 4
Pit Fighter ×1,,Pit Fighter ×1
Artillerist|Level,,Artillerist|Level
Never slowed by difficult terrain in these communities,,Never slowed by difficult terrain in these communities
Control living spirit,,Control living spirit
SAVING|THROWS,,SAVING|THROWS
ECTOPLASMIC,,ECTOPLASMIC
Pain Points,,Pain Points
"Use your base or animal score, whichever is higher",,"Use your base or animal score, whichever is higher"
SHADOW TWIN,,SHADOW TWIN
Mass Inflict Light Wounds,,Mass Inflict Light Wounds
As long as you have at least one ki point,,As long as you have at least one ki point
Also grant allies a +1 morale|bonus to a single attack roll,,Also grant allies a +1 morale|bonus to a single attack roll
Feeblemind,,Feeblemind
Ki Dodge,,Ki Dodge
Improved Reposition,,Improved Reposition
No Trace bonus is added to:| • the DC of a Survival check to track the Ninja;| • Disguise skill checks| • opposed Stealth checks while stationary,,No Trace bonus is added to:| • the DC of a Survival check to track the Ninja;| • Disguise skill checks| • opposed Stealth checks while stationary
5/slashing,,5/slashing
RAGE!,,RAGE!
"Gain +2 initiative bonus.|If you have the Quick Draw feat, draw melee weapon as part of initiative.",,"Gain +2 initiative bonus.|If you have the Quick Draw feat, draw melee weapon as part of initiative."
Can communicate with related animals.,,Can communicate with related animals.
STEAL SPELL RESISTANCE,,STEAL SPELL RESISTANCE
Immune to exhaustion,,Immune to exhaustion
2d6,,2d6
=  10 + INT + Spell Level,,= 10 + INT + Spell Level
ATTACK,,ATTACK
Brawler’s Cunning,,Brawler’s Cunning
Diamond Body,,Diamond Body
Item can decipher magical writing.,,Item can decipher magical writing.
At burn,,At burn
Craft (sculpting),,Craft (sculpting)
POWER LEVELS,,POWER LEVELS
Plane shift,,Plane shift
NO RETREAT,,NO RETREAT
DETECT THOUGHTS,,DETECT THOUGHTS
Line of Acid,,Line of Acid
Finger of Death,,Finger of Death
PLAYERS HANDOOK 2,,PLAYERS HANDOOK 2
Fix a broken firearm as standard action,,Fix a broken firearm as standard action
Sudden|Strike|Bonus,,Sudden|Strike|Bonus
"Gain the Weapon Finesse feat, letting you use dexterity in place of|strength with selected weapons.",,"Gain the Weapon Finesse feat, letting you use dexterity in place of|strength with selected weapons."
= d6 +,,= d6 +
Bodyguard,,Bodyguard
Wall of Force,,Wall of Force
Summoned|Mount Today,,Summoned|Mount Today
DISCIPLINE FOCUS,,DISCIPLINE FOCUS
"On a successful Sense Motive, reveals lies and enchantments",,"On a successful Sense Motive, reveals lies and enchantments"
Light (25%),,Light (25%)
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.",,"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival, and Swim while in aquatic terrains."
Cannot take from members of the collective.,,Cannot take from members of the collective.
SHIFTER’S BLESSING,,SHIFTER’S BLESSING
Defensive|Bonus,,Defensive|Bonus
Treat hands as weapons,,Treat hands as weapons
Craft (cooking),,Craft (cooking)
Bestow Wound,,Bestow Wound
ROOF RUNNING,,ROOF RUNNING
INFUSION SPECIALISATION,,INFUSION SPECIALIZATION
Apply two unarmed style strikes each round,,Apply two unarmed style strikes each round
INT - 8,,INT - 8
Only a living creature can break the circle.,,Only a living creature can break the circle.
Gunslinger|Level,,Gunslinger|Level
Royal Enforcer,,Royal Enforcer
+3d6 damage,,+3d6 damage
Ability|Modifier,,Ability|Modifier
HONOURABLE STAND,,HONORABLE STAND
Your weapon counts as magical for|bypassing damage resistance.,,Your weapon counts as magical for|bypassing damage resistance.
Take 20|Today,,Take 20|Today
Fog Cloud,,Fog Cloud
RACIAL ABILITIES,,RACIAL ABILITIES
"DC 25 Tumble check to enter opponent’s space and attack,|if successful, opponent takes -2 AC penalty and can’t make |attacks of opportunity until the start of your next turn",,"DC 25 Tumble check to enter opponent’s space and attack,|if successful, opponent takes -2 AC penalty and can’t make |attacks of opportunity until the start of your next turn"
SOOTHING PERFORMANCE,,SOOTHING PERFORMANCE
MEDIUM,,MEDIUM
Hit Dice,,Hit Dice
EMPOWER,,EMPOWER
Basic attributes,,Basic attributes
HOLY TACTICIAN,,HOLY TACTICIAN
Points|Today,,Points|Today
Greater Ki Dodge,,Greater Ki Dodge
HEALING,,HEALING
"Extend the duration of a spell, without|increase in spell level or casting time.",,"Extend the duration of a spell, without|increase in spell level or casting time."
Cast spells in heavy armour with no risk of spell failure,,Cast spells in heavy armor with no risk of spell failure
1 to 9,,1 to 9
Speak With Plants,,Speak With Plants
Deflection|Modifier,,Deflection|Modifier
Modifier = (Ability Score - 10) ÷ 2,,Modifier = (Ability Score - 10) ÷ 2
Ki Weapons,,Ki Weapons
Wisdom|Penalty,,Wisdom|Penalty
You can use your Perform (dance) skill bonus in place|of your Acrobatics skill bonus,,You can use your Perform (dance) skill bonus in place|of your Acrobatics skill bonus.
"On using Smiting Shot to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Evil ends after this attack.",,"On using Smiting Shot to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Evil ends after this attack."
Fame,,Fame
Ammo,,Ammo
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,,-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound
13 pts,,13 pts
"While the phantom isn’t manifested, Skill Focus (+3 / +6 if you|have 10 ranks) to two skills:",,"While the phantom isn’t manifested, Skill Focus (+3 / +6 if you|have 10 ranks) to two skills:"
Overcome spell resistance,,Overcome spell resistance
Psychic|Strike|Charge,,Psychic|Strike|Charge
Light <illumination>,,Light <illumination>
KINGDOM|POPULATION,,KINGDOM|POPULATION
BATTLE FORTITUDE,,BATTLE FORTITUDE
Off-hand weapon is light,,Off-hand weapon is light
+1 grit point,,+1 grit point
Summoner|Level,,Summoner|Level
Profession (clerk),,Profession (clerk)
SPLIT FORMS,,SPLIT FORMS
Swordsage|Level,,Swordsage|Level
Damage +1d6 sneak attack,,Damage +1d6 sneak attack
Pick a class,,Pick a class
"Switching identity takes one minute, and must be done out of sight.",,"Switching identity takes one minute, and must be done out of sight."
Aspect of the Damned,,Aspect of the Damned
Concentration,,Concentration
INVOCATIONS,,INVOCATIONS
QUIVERING PALM,,QUIVERING PALM
Ronin|Level,,Ronin|Level
Spring Attack,,Spring Attack
Ghost touch,,Ghost touch
Able to take 10 on any skill,,Able to take 10 on any skill
Observant,,Observant
Undetectable Alignment,,Undetectable Alignment
10 to 14,,10 to 14
Cannot accidentally poison yourself.,,Cannot accidentally poison yourself.
UTTERANCES,,UTTERANCE
FIST OF THE|DRAGON,,FIST OF THE|DRAGON
Elemental Fury ×3,,Elemental Fury ×3
Perform (comedy),,Perform (comedy)
TRUE ARCHMAGE,,TRUE ARCHMAGE
ANIMAL SPEAKER,,ANIMAL SPEAKER
INFUSIONS,,INFUSIONS
Don’t die until negative hp equals double your constitution score.,,Don’t die until negative hp equals double your constitution score.
Heal / Harm,,Heal / Harm
Non-lethal,,Non-lethal
SURPRISE SPELLS,,SURPRISE SPELLS
"Apply this bonus to all Knowledge (geography),|(nature), (local) and Linguistics",,"Apply this bonus to all Knowledge (geography),|(nature), (local), and Linguistics"
"+4 to 2 allies, +3 to 3, +2 to 4 or +1 to more than 4",,"+4 to 2 allies, +3 to 3, +2 to 4 or +1 to more than 4"
ATTACKS,,ATTACKS
• Dazzled,,• Dazzled
Desnus,,Desnus
Bonus granted to all allies within 10ft.,,Bonus granted to all allies within 10ft.
REBUKE FOES,,REBUKE FOES
Third combat manoeuvre,,Third combat maneuver
Favoured of the spirits,,Favored of the spirits
WITCH FOCUS,,WITCH FOCUS
"On confirming a critical hit, apply one effect:",,"On confirming a critical hit, apply one effect:"
Bonus to AC and attack rolls against an identified creature,,Bonus to AC and attack rolls against an identified creature.
Summon Undead I,,Summon Undead I
"If this is your character’s your first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style” etc..",,"If this is your character’s first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style”, etc."
Sweeping Manoeuvre,,Sweeping Maneuver
3-LEVEL|BONUS,,3-LEVEL|BONUS
Parry an attack against an adjacent ally at -4.|Take -4 for every size category smaller you are.,,Parry an attack against an adjacent ally at -4.|Take -4 for every size category smaller you are.
Percussion,,Percussion
Unconscious,,Unconscious
INFLICT,,INFLICT
Inspiration Points Used,,Inspiration Points Used
Speed with Armour,,Speed with Armor
Rage 5/day,,Rage 5/day
Craft Magic Arms and Armour,,Craft Magic Arms and Armor
Bonus granted to all allies within 15ft.,,Bonus granted to all allies within 15ft.
Apply one form infusion and one substance infusion to a kinetic blast.,,Apply one form infusion and one substance infusion to a kinetic blast.
Always get to act in a surprise round|Add ½ Monk level to initiative,,Always get to act in a surprise round|Add ½ Monk level to initiative
MYSTIC WISDOM,,MYSTIC WISDOM
Applies against compulsion and mind-affecting effects.,,Applies against compulsion and mind-affecting effects.
Let guide concentrate on spell,,Let guide concentrate on spell
Increase damage reduction to 10/evil.,,Increase damage reduction to 10/evil.
WIS,,WIS
POPULACE,,POPULACE
Rapid Shot,,Rapid Shot
Abyssal|Aklo|Aquan|Auran|Celestial|Common|Draconic|Druidic|Dwarven|Elven|Giant|Gnome|Goblin|Gnoll|Halfling|Ignan|Infernal|Orc|Sylvan|Terran|Undercommon,,Abyssal|Aklo|Aquan|Auran|Celestial|Common|Draconic|Druidic|Dwarven|Elven|Giant|Gnome|Goblin|Gnoll|Halfling|Ignan|Infernal|Orc|Sylvan|Terran|Undercommon
3 rounds,,3 rounds
Treat unarmed attacks as magic weapons,,Treat unarmed attacks as magic weapons
Wyldcaster|Level,,Wyldcaster|Level
KINGDOM FINANCES,,KINGDOM FINANCES
"If unrest is more than 10, abandon a hex",,"If unrest is more than 10, abandon a hex"
COORDINATE,,COORDINATE
"Prevent magic, psionics and abilities|  Will DC = 10 + INT",,"Prevent magic, psionics and abilities| Will DC = 10 + INT"
Initiative roll is always 20.,,Initiative roll is always 20.
Arcane Health,,Arcane Health
Channel Power,,Channel Power
Craft (baskets),,Craft (baskets)
Swashbuckler’s|grace,,Swashbuckler’s|grace
Martial Arts Master,,Martial Arts Master
"Does not apply to undead, constructs, oozes, plants, incorporeal|creatures, and creatures immune to extra damage from critical hits.",,"Does not apply to undead, constructs, oozes, plants, incorporeal|creatures, and creatures immune to extra damage from critical hits."
WIS - 8,,WIS - 8
"No attack penalty, may attack of opportunity when grappling",,"No attack penalty, may attack of opportunity when grappling"
Roll the d20 twice for a skill check |and take the better result,,Roll the d20 twice for a skill check |and take the better result
FALSE PRIEST,,FALSE PRIEST
Overcome DR/good or DR/evil,,Overcome DR/good or DR/evil
While performing|a battle dance,,While performing|a battle dance
Apprentice paths as spell-like abilities,,Apprentice paths as spell-like abilities
Steal health as a ranged touch attack within 30ft,,Steal health as a ranged touch attack within 30ft
