Original,Part of,Translation
Dark,"",Oscura
Religion,"",Religione
Type,"",Tipo
Blindness / Deafness,"",Cecità/Sordità
NEGATIVE ENERGY RESISTANCE,"",RESISTENZA ENERGIA NEGATIVA
BLOODLINE,"",STIRPE
STERN GAZE,"",SGUARDO AUSTERO
Dexterity|Bonus,"",Bonus|Destrezza
Cause Fear,"",Incuti Paura
CMD,"",DMC
Take the better of 2 will saves,"",Usa il migliore di due Tiri Salvezza
AURA OF UNLUCK,"",AURA DI SFORTUNA
Coins,"",Monete
Greater Weapon Focus,"",Arma Focalizzata Superiore
Armour|& Shield,"",Armatura|& Scudo
Slow Fall 50 ft,"",Caduta Lenta 15m
MAX ARMOUR,"",ARMATURA MAX
Gunslinger Initiative,"",Iniziativa del Pistolero
Profession (fisherman),"",Professione (pescatore)
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions","","Cura ferite gravi di massa|Rimuove le condizioni Affaticato, Infermo e Scosso."
SPIRIT SURGE,"",IMPETO SPIRITUALE
SUMMONED CREATURE,"",CREATURA EVOCATA
CHAKRAS,"",CHAKRA
IMMORTAL,"",IMMORTALE
ALIGNMENT,"",ALLINEAMENTO
Copper,"",Rame
ABILITIES,"",CARATTERISTICHE
+4 Constitution,"",+4 Costituzione
NO TRACE,"",NESSUNA TRACCIA
(DRUID),"",(DRUIDO)
Hide in plain sight,"",Nascondersi in piena vista
Charisma,"",Carisma
Chill Metal,"",Gelare il Metallo
Evard’s Black Tentacles,"",Tentacoli Neri di Evard
Control Undead,"",Controllare Non-morti
+8 Stealth,"",+8 Furtività
"Sneak attack damage can be applied when a target is flanked oris denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.","","Il danno da attacco furtivo si può applicare quando un bersaglio è|ﬁancheggiato o se viene privato del proprio bonus di DES alla CA.|Per gli Attacchi a distanza, si applica solo entro 9 m.|Non viene moltiplicato dai Colpi critici.|Può essere Danno non letale solo con una arma non letale."
Shugenja|Level,"",Livello da|Shugenja
Katana,"",Katana
SCROLLS,"",PERGAMENE
Master Tricks,"",Trucchi Magistrali
Dice,"",Dadi
TRAITS,"",TRATTI
Samurai|Level,"",Livello|Samurai
FAVOURED SOUL,"",ANIMA PRESCELTA
Immediately stabilise and remain conscious (but staggered),"",Si stabilizza immediatamente e rimane cosciente (ma barcollante)
Constitution|Bonus,"",Bonus|Costituzione
"Each round on your turn, decide between you which soul will|control your body. If you cannot agree, roll opposed|Charisma checks to establish dominance for the next hour.","","Ogni round nel tuo turno, decidete quale anima controllerà|il tuo corpo. Se non c'è accordo, tirate prove di|Carisma opposte per assumere il controllo per la prossima ora."
NINJA TRICKS,"",TRUCCHI NINJA
Improved evasion,"",Elludere migliorato
Rebuking|Check,"",Tiro|Intimorire
Alignment,"",Allineamento
Autohypnosis,"",Autoipnosi
Craft (traps),"",Artigianato (costruire trappole)
Frost,"",Gelida
Dizzying defence,"",Difesa da Capogiro
PSICRYSTAL,"",PSICOCRISTALLO
WITHOUT MASTER,"",SENZA PADRONE
EMPATHY,"",EMPATIA
Profession (architect),"",Professione (architetto)
Casting|Stat,"",Caratteristica|Principale
Uses|Today,"",Usi|Oggi
"Optionally accept a taboo relevant to the channeled spirit.|While you follow this taboo, you may use spirit surge twice a day without incurring influence.","","Facoltativamente, accetta un tabù legato allo spirito incanalato.|Mentre rispetti il tabù, puoi usare impeto spirituale due volte al giorno senza incorrere in influenza."
Fireball,"",Palla di Fuoco
Dexterity,"",Destrezza
Bonus Feat,"",Talento Bonus
Creature Type,"",Tipo di creatura
Half of Ranger’s,"",Metà del bonus
Treat unarmed attacks as cold iron and silver weapons,"",Considera gli attacchi senza armi come Ferro Freddo e Armi di Argento
KINETIC BLAST,"",DEFLAGRAZIONE CINETICA
Heat Metal,"",Riscaldare il Metallo
Detect Magic,"",Indiv. del Magico
"Reload as a swift action once per round (with Rapid Reload, free action)","",Ricarica come azione veloce 1/round (Con Ricarica Rapida azione gratuita)
Base|Attack Bonus /|Monk Level,"",Bonus Attacco|Base /|Liv. Monaco
Perform (sing),"",Intrattenere (Canto)
Dispelling Critical,"",Critico Dissolvente
CRAFT RESERVE,"",RISERVA DI CREAZIONE
burn,"",Sovraccarico
Abundant step,"",Passo abbondante
Heroism,"",Eroismo
DEBTS,"",DEBITI
Spirit|Power,"",Potere|Spirituale
Polay Ray,"",Raggio Polare
Base|Spells,"",Inc.|Base
+4 Strength  +4 Constitution  +2 Will  -2 AC,"",+4 Forza +4 Costituzione +2 Volontà -2 CA
INT - 4,"",INT - 4
Background,"",Background
• Stunned,"",Confuso
Mythic|Tier,"",Rango|Mitico
Contagion,"",Contagio
Bloodline Spell,"",Incantesimo di Stirpe
Ice Knife,"",Coltello di Ghiaccio
Summon monster III,"",Evoca Mostri III
SPELLTHIEF,"",LADRO MAGICO
Repair Moderate Damage,"",Ripara Danni Moderati
Line of Electricity,"",Linea di Elettricità
Deeds with no cost are only available while you have at least 1 panache point remaining,"",Le Gesta senza costo sono permesse solo finché si ha almeno 1 punto eleganza rimanente 
Critical Focus,"",Critico Focalizzato
Treat unarmed attacks as adamantine weapons,"",Tratta gli Attacchi senz'armi come armi di adamantio
GUNSLINGER,"",PISTOLERO
OATH,"",GIURAMENTO
Body,"",Corpo
Beguilers can wear light armour|without risk of spell failure,"",Un Beguiler può indossare armature|leggere senza penalità agli incantesimi
Two-weapon Defence,"",Difesa con Due Armi
RAGING SONG!,"",CANTO D'IRA!
Colour Spray,"",Spruzzo Colorato
Fly,"",Volare
Constitution|Score,"",Punteggio|Costituzione
"Once a day, spend 10 minutes on a ritual to|appease your channelled spirit.","","Una volta al giorno, spendi 10 minuti su un|rituale per placare il tuo spirito."
Bonus to ability scores,"",Bonus ai punti abilità
WILD SHAPE,"",FORMA SELVATICA
Hit die,"",DV
+ WIS,"",+ SAG
MIND BLADE,"",LAMA MENTALE
Power|Attack,"",Attacco|Poderoso
Ray of Frost,"",Raggio di Gelo
Staggering Critical,"",Critico Incapacitante
SUPERCHARGE,"",Supercarica
Spell|Resistance,"",Resistenza|Incantesimi
ARMOUR,"",ARMATURA
Temp Attack|Bonus,"",Bonus Attacco|Temporaneo
Ki Strike (adamantine),"",Colpo Ki (adamantino)
NOTES,"",NOTE
One-handed weapon,"",Arma a una mano
WARLOCK,"",WARLOCK
Saving throw = 10 + Casting Stat + Spell Level,"",Tiro Salvezza = 10 + Mod. Caratt. Principale + Livello Incantesimo
Base|Value,"",Valore|Base
KNOWN HEXES,"",FATTURE CONOSCIUTE
per turn,"",per turno
Defensive Stance,"",Posa Difensiva
RANGER,"",RANGER
Bonus to saves against charm|and compulsion effects.,"",Bonus ai TS contro|charme e compulsione
CHARNEL TOUCH,"",TOCCO MACABRO
d4,"",d4
Spells from your opposed schools cost two slots to prepare.,"",Gli inc. di scuole opposte richiedono 2 slot per essere preparati
Arcane Dilettante 1,"",Dilettante Arcano 1
Gunslinger’s Dodge,"",Schivata del Pistolero
One hit|point,"",Un punto|ferita
Eyes,"",Occhi
-2 Strength  -2 Dexterity    Can’t charge or run,"",-2 Forza -2 Destrezza No caricare o correre
Constitution,"",Costituzione
Summon monster V,"",Evoca Mostri V
Automatic success on casting defensively,"",Successo automatico se si lancia sulla difensiva
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.","",oltrepassa la riduz dei danni.
Decipher Script,"",Decifrare Scritture
8 to 12,"",da 8 a 12
Knife|Master|Level,"",Maestro dei|Coltelli|Livello
POISON RESISTANCE,"",RESISTENZA al VELENO
Check Penalty,"",Penalità prova
REGULAR PAYMENTS,"",PAGAMENTI REGOLARI
PSYCHIC DISCIPLINE,"",DISCIPLINA PSICHICA
Dread Necromancer|Level,"",Livello|da Necromante del Terrore
Shield AC,"",CA Scudo
DEFENSIVE CASTING,"",LANCIARE sulla DIFENSIVA
VIII,"",8
Darkvision 60ft,"",Scurovisione 18m
Knowledge: Geography,"",Conoscenze: Geografia
Surging|Euphoria|Bonus,"",Bonus|Esplosione|di Euforia
Spirit Guide Type,"",Tipo Spirito Guida
Mind Blade|Bonus,"",Bonus|Lama Mentale
(Bad),"",(Scarso)
Binding DC,"",CD Legame
Dodge,"",Schivare
Bonus Spells|CHA,"",Inc. Bonus|CAR
Insults,"",Insulti
Tongue of the Sun and Moon,"",Lingua del Sole e della Luna
Cavalier|Level,"",Cavaliere|Livello
Trap Sense +1,"",Percepire Trappole +1
Item can communicate emotional intent.,"",Può comunicare intenti emotivi.
Internal Buffer,"",Riserva Interna
Metamagic|Adjustment,"",Mod. Livello|Metamagico
False Life,"",Vita Falsata
Sundering,"",Scissione
Favoured|Enemy,"",Nemico|Prescelto
Craft (clothing),"",Artigianato (vestiti)
Psion|Level,"",Livelli da|Psion
IN SUMMER,"",IN ESTATE
Improved Feint,"",Finta migliorata
Great fortitude,"",Tempra Possente
Spring attack,"",Attacco Rapido
SKILLS,"",ABILITÀ
Moderate Wounds,"",Ferite Moderate
Command Undead,"",Comandare Non Morti
Improved Impaling Critical,"",Critico Trafiggente
Disintegrate,"",Disintegrazione
Longsword,"",Spada lunga
Summon monster VI,"",Evoca Mostri VI
Enhancement|Bonus,"",Bonus|Miglioramento
"You are considered armed at all times, and do not provoke attacks|of opportunity. Unarmed strikes may be lethal or non-lethal.","",Sei sempre considerato armato e non provochi attacchi di|opportunità. Colpo senz'armi può essere letale o non letale.
MONSTER LORE,"",CONOSCENZA dei MOSTRI
SUMMONER,"",CONVOCATORE
Warding of the spirits,"",Interdizione degli Spiriti
"Your weapon also counts as aligned,|to an alignment that matches your own.","","L'arma conta anche come allineata,|scegliendo tra uno dei tuoi allineamenti."
Specialist|Spells,"",Specialista|Incantesimi
5-Level|Bonus,"",Livello 5|Bonus
Mount Type,"",Tipo cavalacatura
Fatigue|Modifier,"",Fatica|Modificatore
hd,"",dv
- Size|  mod x4,"",- Taglia|mod x4
2 mins,"",2 min
DOMAINS,"",DOMINI
SWIFT TRACKER,"",RAPIDO SEGUGIO
ASTRAL JOURNEY,"",VIAGGIO ASTRALE
Fast healing per round,"",Guarigione rapida per round
Blindsense 10ft,"",Percezione cieca 3m
Begin or switch raging song as a move action.,"",Inizia o cambia un Canto d'Ira come azione di movimento
Take burn in advance as a full|round action.,"",Subisci sovraccarico in anticipo|come azione completa.
Increase your move speed by 20ft for one round,"",Aumenta la velocità di movimento di 6m per 1 round
Air blast,"",Aerea
Cleric Level,"",Livello da Chierico
at half speed,"",a metà velocità
25ft,"","7,5 m"
Kinetic blast is a standard action.|You need at least one hand free to aim a blast.,"",Deflagrazione cinetica è un'azione|standard. Serve almeno una mano per direzionarla.
Lesser Orb of Cold,"",Globo di Freddo Inferiore
Killing blow with a firearm,"",Colpo mortale con arma da fuoco
Oath of Blood,"",Giuramento di Sangue
Hexblade|Level,"",Livello|da Hexblade
CUNNING INITIATIVE,"",INIZIATIVA ASTUTA
"Delayed death by days equal to monk level, once a week","","Morte ritardata di max 1/gg per livello da monaco, 1/sett"
UNDEAD MASTERY,"",PADRONANZA DEI NON MORTI
"Bonus applies to resist |sleep, stunning, paralysis,|poison or disease.","","Bonus resistenza a|sonno, stordimento,|paralisi, veleni o malattie."
Bonus feat,"",Talento bonus
Appraise,"",Valutare
Cloudkill,"",Nube Mortale
STATS DISPLAY,"",PANNELLO CARATTERISTICHE
Ki powers can only be used if|a ninja is wearing no armour|and is unencumbered.,"",I poteri Ki possono essere usati solo se|un ninja non sta indossando armature|e non ha alcun ingombro.
Valuables,"",Preziosi
Stunning Fist,"",Pugno Stordente
Acrobatic,"",Acrobazia
ARCANE DILLETANTE,"",DILETTANTE ARCANO
Craft (locks),"",Artigianato (serrature)
Two-handed weapon,"",Arma a due mani
Description,"",Descrizione
Intimidate,"",Intimidire
PREPARED DIVINE SPELLS,"",INCANTESIMI DIVINI PREPARATI
Deadly stab,"",Attacco Mortale
Archmage,"",Arcimago
GM’s ruling,"",Discrezione del GM
Weapon and armour proficiencies,"",Competenza in armi e armature
CONCENTRATION,"",CONCENTRAZIONE
"On falling to 0hp or below, restore to 1hp","",Rimane a 1 pf invece che andare a 0 o meno
Synergy,"",Sinergia
to overcome target’s|spell resistance,"",per superare la resistenza|agli incantesimi del bersaglio
Bonus to all|saving throws,"",Bonus a tutti|i tiri salvezza
Spymaster,"",Capospia
"Use the starting wealth for your class, or a value supplied by your GM.","","Usa la ricchezza iniziale della tua classe, o un valore specificato dal GM."
Summon Undead IV,"",Evoca Non Morti IV
Monk bonus applies when|unarmoured and unencumbered,"",Il bonus del Monaco si applica quando è|senza armatura e con ingombro nullo/leggero
Feats,"",Talenti
EARTH,"",TERRA
Using a hex is a standard action that attacks of opportunity.,"",Usare una fattura è un'azione standard che causa attacco d'opportunità.
Blessing of the spirits,"",Benedizione degli spiriti
Magic Vestment,"",Veste Magica
FIRE,"",FUOCO
Intelligent items with an ego 20 or more always|consider themselves superior to any character.,"",Oggetti intelligenti con ego pari o superiore a 20|si considerano superiori a qualunque personaggio.
SoULKNIFE,"",SoULKNIFE
bonus granted to,"",del Ranger assegnata
FOCUS POWER,"",POTERE FOCALIZZATO
Second round,"",Secondo round
3 ki points,"",3 punti ki
Invocation|Save DC,"",Invocazione|CD TS
Dislikes,"",Cose detestate
Kingdom,"",Regno
TRACK,"",SEGUIRE TRACCE
COMPOSITE SPECIALISATION,"",SPECIALIZZAZIONE NEI COMPOSTI
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,"",Il morso di un licantropo naturale trasmette la|licantropia alla vittima.
Derring-do,"",Temerarietà
Knowledge - INT|Profession - WIS,"",Conoscenza - INT|Professione - SAG
Illusion,"",Illusione
When identifying the abilities and weaknesses of creatures.,"",Per identificare capacità e debolezze delle creature
KI DODGE,"",KI PER SCHIVARE
20ft,"",6 m
Inflict Critical Wounds,"",Infliggi Ferite Critiche
Power Surge,"",Potere Impetuoso
Skill|Bonus,"",Bonus|Abilità
Damage,"",Danno
Improved Uncanny Dodge,"",Schivare prodigioso migliorato
SNEAK ATTACK,"",ATTACCO FURTIVO
+2 to any one ability score,"",+2 a ogni punteggio di Abilità
WILD SURGE,"",ESPLOSIONE INCONTROLLATA
"Once a day, or by spending a 4th level spell slot,","","Una volta al giorno, o spendendo uno slot inc. di 4° liv.:"
CHA,"",CAR
2 pt,"",2 punti
ARTIFICER KNOWLEDGE,"",CONOSCENZE DELL'ARTEFICE
PSYCHIC AURA,"",AURA PSICHICA
if you fail a jump by 4 or less,"",se fallisci un salto di 4 o meno
Bull’s Strength,"",Forza del Toro
Save DC,"",CD Salvezza
Skirmish|AC Bonus,"",Bonus CA|Schermaglia
"Diplomacy, Sense Motive","","Diplomazia, Intuizione"
"At 5 influence, surrender all control of yourself to the spirit|until the next morning.","","Con influenza pari a 5, cedi il controllo di te stesso allo| spirito fino al mattino successivo."
Naginata,"",Naginata
Bonus|Spells,"",Inc.|Bonus
+2 AoO attack and AC,"",+2 attacco e CA AdO
Mass Fire Shield,"",Scudo di Fuoco di Massa
"Turn, Halt,|Rout and|Destroy Undead","","Scacciare, Bloccare|e Distruggere| Non Morti"
Attribute|scores,"",Punteggi|Attributi
Profession (barrister),"",Professione (avvocato)
Dwarf,"",Nano
Finesse,"",Accuratezza
HUNTER,"",CACCIATORE
Slow Fall 60 ft,"",Caduta Lenta 18m
You need both hands free to gather power.,"",Servono due mani libere per raccogliere potere.
Least,"",Minima
CALENDAR,"",CALENDARIO
Attack Bonus,"",Bonus di attacco
DEMANDING CHALLENGE,"",SFIDA IMPEGNATIVA
Fire,"",Fuoco
8ft,"","2,4 m"
A physical blast is a ranged attack that bypasses spell resistance.|An energy blast is a ranged touch attack.,"",Una deflagrazione fisica è un attacco a distanza che ignora la resistenza|incantesimi. Una deflagrazione di energia è un attacco di contatto a distanza.
Normal (10 pts),"",Normale (10 punti)
Additional Sneak Attack,"",Attacco Furtivo aggiuntivo
Inspiration|today,"",Ispirazione|oggi
Points Healed,"",Punti Guariti
SMITE EVIL,"",PUNIRE IL MALE
WU JEN,"",WU JEN
Accepting burn causes your body to visibly surge with energy.,"",Accettare sovraccarico fa pulsare visibilmente il corpo di energia.
ELDRITCH BLAST,"",DEFLAGRAZIONE MISTICA
BRAVERY,"",AUDACIA
BEGUILER,"",BEGUILER
Shocking burst,"",Espl. folgor.
Temp|Modifier,"",Modificatore|Temp
and,"",e
DEBILITATING INJURY,"",FERITA DEBILITANTE
Suggest actions to one already fascinated creature,"",Impone una suggestione ad una creatura già affascinata
"If an ally who participated in your seance today dies within|line of sight and effect, accept their soul into yours.","","Se un alleato che ha partecipato quel giorno a una seduta muore|entro la linea visiva e d'effetto, accetta la sua anima nella tua."
Spell Storing Item,"",Oggetto Accumula Incantesimi
+2 Dexterity,"",+2 Destrezza
SAVE DC,"",TIRI SALVEZZA
"Roll twice against charm or compulsion|Once per day, take 20 on any d20","",Tira 2 volte contro charme e compulsione|Una volta al giorno prendi 20 su un qualsiasi tiro
"Fold along the dotted lines, making sure|the                hatched areas are hidden or|face down","","Piegare lungo le linee tratteggiate, assicurandosi|che le zone campite siano nascoste o a faccia un giù"
Affiliation,"",Affiliazione
Platinum,"",Platino
second sneak attack in a round,"",secondo attacco furtivo in un round
Use touch AC beyond first range increment,"",Usa CA a contatto oltre il primo incremento di gittata
+ 100 ft.,"",+30m
DOMAIN,"",DOMINIO
"Fascinated, shaken","","Affascinato, scosso"
Speed Climb,"",Velocità di Scalare
Weapon Specialisation  (,"",Arma Specializzata (
Cone of Acid,"",Cono di Acido
Uses|per day,"",Usi|al giorno
Telepathy,"",Telepatia
"Weapon Augmentation, Lesser","",Aumentare Arma Minore
"Confused, dazed, frightened, sickened","","Confuso, stordito, spaventato, nauseato"
KI POWERS,"",POTERE KI
WILL,"",VOL
Burn damage cannot be reduced or redirected.,"",Il danno da Sovraccarico non può essere ridotto o rediretto.
MERCIES,"",INDULGENZE
ECONOMY,"",ECONOMIA
Character Name,"",Nome del Personaggio
MAX BONUS,"",BONUS MASSIMO
- 1 per 5lb| carried,"",-1 ogni 2.5kg|trasportati
Immune to all poisons,"",Immune a tutti i veleni
Hands,"",Mani
Knowledge:,"",Conoscenza:
WILL SAVE DC,"",CD TS VOLONTÀ
Enhancements,"",Potenziamenti
Invocation|Level,"",Invocazione|Livello
Duskblade|Level,"",Livello|da Duskblade
CLASS,"",CLASSE
Martial Training,"",Addestramento marziale
Human,"",Umano
INSPIRE GREATNESS,"",ISPIRARE GRANDEZZA
Battle|Dancer|Level,"",Livello|da Battle|Dancer
SORCERER,"",STREGONE
Character traits,"",Tratti del personaggio
Unarmed|Strike|Damage,"",Danno|Colpo|Senz'armi
Opportune parry|and riposte,"",Parata e Risposta|Opportune
Hair,"",Capelli
RESONANT POWER,"",POTERE RISONANTE
TRUE JUDGEMENT,"",VERO GIUDIZIO
Total skill|ranks,"",Totale punti|abilità
Necromancy,"",Necromanzia
GRAPPLE,"",LOTTA
"Weapons, Ammo","","Armi, Munizioni"
"Globe of Invulnerability, Lesser","",Globo di Invulnerabilità Inferiore
TRANCE OF THREE,"",TRIPLA TRANCE
Longbow,"",Arco lungo
CHANGE SHAPE,"",MUTA FORMA
STOLEN SPELLS,"",INCANTESIMI RUBATI
+6 AoO attack and AC,"",+6 attacco e CA AdO
Additional attack,"",Attacco addizionale
Wild empathy,"",Empatia Selvatica
KINGDOM SIZE,"",DIMENSIONE DEL REGNO
ORACLE,"",ORACOLO
Slow Fall any distance,"",Caduta Lenta qualunque distanza
Burning Hands,"",Mani Brucianti
Knowledge (geography),"",Conoscenze (Geografia)
Penetrating Strike,"",Colpo Penetrante
pp,"",mp
Knowledge (local),"",Conoscenze (Locali)
Uses per day,"",Usi al giorno
Specialist|Spell,"",Inc.|Specialista
Flame Arrow,"",Freccia Infuocata
x 4,"",x 4
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham","","Usando qualsiasi combinazione di|colpo senz'armi e armi da Monaco:|Kama, Nunchaku,|Bastone, Sai, Shuriken,|Siangham"
Blindsense 60ft,"",Percezione cieca18m
Healing Points,"",Punti Curati
Spell Save DC = 10 + Stat + Spell Level,"",CD Salvezza Inc. = 10 + Car. + Liv. Incantesimo
Applies whenever the target is|denied a DEX bonus to AC.|Sudden Strike stacks with Sneak Attack.,"",Si applica se l'obiettivo ha|perso il bonus DES alla CA.|Colpo Improvviso si somma a Attacco Furtivo.
Size Modifier|× 4,"",Mod. Taglia|x 4
SAVING|THROWS,"",TIRI|SALVEZZA
ECTOPLASMIC,"",ECTOPLASMATICO
"Use your base or animal score, whichever is higher","",Usa il più alto fra il tuo punteggio base o animale.
Mass Inflict Light Wounds,"",Infliggi Ferite Leggere di massa
As long as you have at least one ki point,"",Finché hai almeno 1 punto ki
Ki Dodge,"",Ki per Schivare
No Trace bonus is added to:| • the DC of a Survival check to track the Ninja;| • Disguise skill checks| • opposed Stealth checks while stationary,"",Il bonus di Nessuna Traccia si aggiunge a:| • CD Sopravvivenza per seguire il ninja| • Prove di Camuffare| • Prove contrapposte di Furtività da fermi
5/slashing,"",5/tagliente
RAGE!,"",IRA!
"Gain +2 initiative bonus.|If you have the Quick Draw feat, draw melee weapon as part of initiative.","",Guadagna un bonus di +2 all'Iniziativa.|Se ha il talento Estrazione Veloce estrae l'arma da mischia come parte dell'Iniziativa
Can communicate with related animals.,"",Può comunicare con animali correlati
STEAL SPELL RESISTANCE,"",RUBARE RESISTENZA AGLI INCANTESIMI
2d6,"",2d6
ATTACK,"",ATTACCO
Diamond Body,"",Corpo Adamantino
Item can decipher magical writing.,"",Può decifrare scritture magiche.
At burn,"",A sovraccarico
Craft (sculpting),"",Artigianato (Scultura)
POWER LEVELS,"",LIVELLI DI POTERE
DETECT THOUGHTS,"",INDIVIDUAZIONE DEI PENSIERI
Line of Acid,"",Linea di Acido
Finger of Death,"",Dito della Morte
Fix a broken firearm as standard action,"",Ripara un'arma rotta come azione standard
Sudden|Strike|Bonus,"",Bonus|Colpo|Improvviso
"Gain the Weapon Finesse feat, letting you use dexterity in place of|strength with selected weapons.","","Ottiene il talento Arma Accurata, permettendo di usare la Destrezza|al posto della Forza con l'arma selezionata"
Wall of Force,"",Muro di Forza
Summoned|Mount Today,"",Evocati|Cavalcati Oggi
Treat hands as weapons,"",Tratta le mani come armi
Craft (cooking),"",Artigianato (Cucina)
Bestow Wound,"",Scagliare Ferita
INFUSION SPECIALISATION,"",SPECIALISTA NELLE INFUSIONI
INT - 8,"",INT - 8
Gunslinger|Level,"",Livello|Pistolero
+3d6 damage,"",+3d6 danni
Ability|Modifier,"",Modificatore|Caratteristica
HONOURABLE STAND,"",RESISTENZA ONOREVOLE
Your weapon counts as magical for|bypassing damage resistance.,"",L'arma conta come magica|per superare la riduzione del danno.
Take 20|Today,"",Prendi 20|Oggi
RACIAL ABILITIES,"",PRIVILEGI RAZIALI
SOOTHING PERFORMANCE,"",MUSICA LENITIVA
Hit Dice,"",Dadi Vita
EMPOWER,"",POTENZIARE
Basic attributes,"",Attributi Base
Greater Ki Dodge,"",Ki per Schivare superiore
1 to 9,"",da 1 a 9
Deflection|Modifier,"",Modificatore|Deviazione
Wisdom|Penalty,"",Penalità|Saggezza
Fame,"",Gloria
Ammo,"",Munizioni
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 iniziativa; 20% di mancare quando attacca|-4 su prove opposte di Percezione|fallisce automaticamente Percezione sui suoni
Overcome spell resistance,"",Supera la Resistenza agli Inc.
Light <illumination>,"",Luce
KINGDOM|POPULATION,"",REGNO|POPOLAZIONE
BATTLE FORTITUDE,"",TEMPRA DA BATTAGLIA
+1 grit point,"",+1 punto grinta
Summoner|Level,"",Evocatore|Livello
Profession (clerk),"",Professione (contabile)
Damage +1d6 sneak attack,"",Attacco furtivo +1d6
Pick a class,"",Scegli una classe
Concentration,"",Concentrazione
INVOCATIONS,"",INVOCAZIONI
QUIVERING PALM,"",Palmo tremante
Ronin|Level,"",Livello|Ronin
Spring Attack,"",Attacco Rapido
Able to take 10 on any skill,"",Capace di prendere 10 in ogni abilità
Observant,"",Osservatore
Undetectable Alignment,"",Allineamento Indecifrabile
10 to 14,"",da 10 a 14
Cannot accidentally poison yourself.,"",Non può avvelenare se stesso accidentalmente
Perform (comedy),"",Intrattenere (Commedia)
INFUSIONS,"",INFUSIONI
Heal / Harm,"",Guarire / Ferire
Non-lethal,"",Non-letali
ATTACKS,"",ATTACCHI
Favoured of the spirits,"",Prescelto degli Spiriti
Summon Undead I,"",Evoca Non Morti I
"If this is your character’s your first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style” etc..","","Se questo è il primo livello del tuo personaggio, od il primo livello in una|nuova classe, rifletti attentamente prima di scegliere un|archetipo o altre scelte definitive come lo stile di combattimento, etc..."
3-LEVEL|BONUS,"",BONUS|3-LIVELLI
Percussion,"",Percussioni
Unconscious,"",Privo di sensi
Speed with Armour,"",Velocità con Armat.
Rage 5/day,"",Ira 5/gg
Apply one form infusion and one substance infusion to a kinetic blast.,"",Applica una infusione di forma e una di sostanza a un deflagrazione cinetica.
Increase damage reduction to 10/evil.,"",Aumenta la riduzione al danno fino a 10/Male
WIS,"",SAG
POPULACE,"",POPOLAZIONE
Rapid Shot,"",Tiro Rapido
Treat unarmed attacks as magic weapons,"",Tratta gli attacchi senz'armi come armi magiche
Craft (baskets),"",Artigianato (intessere ceste)
Swashbuckler’s|grace,"",Grazia|dell'Intrepido
"Does not apply to undead, constructs, oozes, plants, incorporeal|creatures, and creatures immune to extra damage from critical hits.","","Non si applica a non morti, costrutti, piante, creature incorporee,|gelatine e creature immuni a danni extra da colpi critici."
WIS - 8,"",SAG - 8
Halt Undead,"",Fermare Non Morti
COMBAT,"",COMBATTIMENTO
Undeath to Death,"",Non Morto a Morto
Profession (midwife),"",Professione (levatrice)
Blood Sanctuary,"",Santuario di stirpe
Brawler|Level,"",Livello|da Attaccabrighe
ANIMAL COMPANION,"",COMPAGNO ANIMALE
KNOWN POWERS,"",POTERI NOTI
11 to 15,"",da 11 a 15
Temp CMB,"",BMC Temp.
Hit Die,"",Dado Vita
Death’s Shot,"",Colpo della Morte
Ranks,"",Gradi
Barony,"",Baronia
INTELLIGENT ITEM,"",OGGETTO INTELLIGENTE
d4 / d8,"",d4 / d8
POTIONS,"",POZIONI
Pyrotechnics,"",Pirotecnica
Shield ally,"",Scudo Alleato
METAMAGIC SPECIALIST,"",SPECIALISTA in METAMAGIA
ARCANE SPELLS,"",INCANTESIMI ARCANI
Location,"",Collocazione
ANIMAL FORM,"",FORMA ANIMALE
Listen,"",Ascoltare
"Add 1d6 to Acrobatics, Climb, Escape Artist, Fly, Ride or Swim.|If the roll is 6, add another (up to your DEX).","","Aggiungi 1D6 ad Acrobazia, Scalare, Srtista della Fuga, Volare,|Cavalcare o Nuotare. Se il risultato è un 6 naturale, tira nuovamente|e lo aggiunge al risultato della prova (massimo modificatore DES)"
TAKE 10,"",PRENDERE 10
Fly Speed,"",Velocità in volo
Hold Person,"",Blocca Persone
Improved Disarm,"",Disarmare migliorato
SONG OF STRENGTH,"",CANTO DI FORZA
7d6,"",7d6
Training,"",Addestramento
IV,"",5-Livello|Bonus
Apply a critical effect to the,"",Applica un effetto critico al
DC,"",CD
Targeted strike,"",Bersagliare
Knowledge: Psionics,"",Conoscenze: Psioniche
WEAPON EXPERTISE,"",ESPERTO nell'ARMA
Wu Jen|Level,"",Livello da|Wu Jen
When training an animal to serve as a mount,"",Quando addestra un animale come cavalcatura
1 pt,"",1 punto
PATRON SPELLS,"",INCANTESIMI del PATRONO
