Original,Part of,Translation
Wrath,,Colere
"On a successful surprise attack, target is treated as flat-footed|for your round and takes -4 to attack you.",,"En cas d'attaque surprise réussie, la cible est considérée comme|prise au dépourvu jusqu'à la fn de votre round et subit un malus|de -4 aux jets d'attaque contre vous."
Other items,,Autres objets
Knowledge: Arcana,,Connaissances: Art de la magie
XP,,PX
Oratory,,Oratoire
SECURE DATA,,DONNÉES SÉCURISÉES
WILD EMPATHY,,EMPATHIE SAUVAGE
CONTAINER,,CONTENEUR
Cha,,Cha
Attack with an Operative melee weapon or small arm.,,Attaquez avec une arme légère ou de càc d’Agent.
Class,,Classe
Warpriest|Level,,Niveau|de Prêtre Combattant
Ki Strike (magic),,Frappe Ki (Magique)
cp,,pc
Don’t die until negative hp equals double|your constitution score.,,Ne meurt pas tant que les points de vie négatifs|n'égalent le double de votre valeur de constitution.
Almost always round down when dividing in Starfinder.,,Arrondissez presque toujours à l'inférieur les divisions.
"Scrolls, Potions,|Wands, Components",,"Parchemins, Potions,|Baguettes, Composants"
Song of Freedom,,Chanson de Liberté
Burn damage cannot be rediced or redirected.,,Les dégâts de brûlurent ne peuvent pas être redirigés ou relancés.
KI POOL,,Réserve de ki
Knowledge (psionics),,Connaissance (psionique)
Immune to all diseases including magic.,,"Immunité aux maladies, meme les magiques."
KI STRIKE,,FRAPPE DE KI
Manoeuvre Training,,Entraînement aux manoeuvres
"Bluff, Computers, Culture, Diplomacy, Disguise,|Engineering, Intimidate, Medicine",,"Bluff, Informatique, Culture, Diplomatie, Déguisement,|Ingénierie, Intimidation, Médecine"
Craft (weaving),,Artisanat (tissage)
Combat Reflexes,,Reflexes de Combat
2nd,,2e
"Bonus to Initiative, Knowledge (geography), Perception, Stealthand Survival while in aquatic terrains.",,"Bonus à l'Initiative, Connaissance (géographie), Perception, Survie et Furtivité sur un terrain aquatique"
Age,,Age
+2 science officer’s actions,,+2 aux actions de l'officier scient.
Parents,,Parents
+ Size|  diff x4,,+ Taille| diff x4
DC 20,,DD 20
ALARM,,ALARME
CRITICAL SYSTEMS,,SYSTÈMES VITAUX
LYCANTHROPE,,LYCANTHROPE
Alchemist|Level,,Alchémiste|Niveau
FAVOURED|CLASS BONUS,,BONUS DE CLASSE|DE PRÉDILECTION
PSIONICS,,PSIONIQUES
ubp,,bpu
Divert to three systems at once.,,Transfert vers trois systèmes à la fois.
Base|Attack|Bonus,,Bonus de|base à|l'attaque
Craft (books),,Artisanat (livres)
Armour Class Bonus,,Bonus de Classe d'Armure
Weapon enhancements are powered|from your Arcane Pool,,Les améliorations d'arme sont alimentées|à partir de votre réserve magi/arcane poolque
INSPIRATION,,INSPIRATION
NATURE BOND,,PACTE AVEC LA NATURE
Your size and size modifier,,Votre taille et modificateur de taille
Properties,,Propriétés
Summon|Monster,,Convocation|de monstre
for every 10ft of your standard move above 30ft,,pour chaque 10pds au dessus de votre déplacement standard de 30pds
Favoured Enemy,,d'ennemi juré de rôdeur
Wounds,,Blessures
UNREST,,INSÉCURITÉ
Consult the book to find out:,,Consultez le livre pour trouver :
KNOWN TRICKS,,INDUCTIONS CONNUES
50ft,,"15,00 m"
1d3,,1d3
Level,,Niveau
Settlements,,Établissements
"Depending on your race, you typically get to pick one favoured class,|which provides you a slight bonus at each level.|Your favoured class does not have to be the first class you take.",,"En fonction de votre race, vous pouvez généralement choisir une classe de prédilection,|qui vous donne un léger bonus à chaque niveau.|Votre classe favorite ne doit pas spécialement être la première que vous prenez."
=  4 hours per spell level,,= 4 heure par niveau de sort
1d8,,1d8
Neth,,Neth
SCOUT,,ÉCLAIREUR
Fly at ½ speed but don’t roll.,,½ vitesse mais pas d’inversion.
Drone,,Drone
"(round down, min 1)",,"(arrondi à l'inférieur, min 1)"
"May make a standard or move action,| but not both",,"Peut faire une action simple ou de mouvement,| pas les deux"
Dark,,Sombre
(Round|up),,(arrondi au|supérieur)
Religion,,Religion
Type,,Type
BLOODLINE,,LIGNAGE
CMD,,DMD
Security|Rank,,Rang de|Sécurité
Coins,,Pièces
OPPOSED SKILL,,COMPÉTENCE OPPOSÉE
Greater Weapon Focus,,Arme de prédilection supérieure
Armour|& Shield,,Armure|& Bouclier
Slow Fall 50 ft,,Chute ralentie 15m
MAX ARMOUR,,ARMURE MAX
TRACKING LOCK,,INDICE DE VERR.
3/silver,,3/argent
Profession (fisherman),,Profession (pêcheur)
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions",,"Soins de Groupe Critiques|Enlèves les conditions Fatigué, Malade, et Secoué"
DC MODIFIERS,,Modificateurs de DD
CHOOSE A RACE,,CHOISISSEZ UNE RACE
SUMMONED CREATURE,,CREATURE INVOQUEE
FESTIVALS,,FESTIVALS
IMMORTAL,,IMMORTEL
ALIGNMENT,,ALIGNEMENT
"As a standard action, disable an electronic device for 1 round.",,"Pour une action simple, désactivez un appareil pour un tour."
Copper,,Cuivre
ABILITIES,,CARACTERISTIQUES
+4 Constitution,,+4 Constitution
DYSLEXIC CHARACTER SHEETS,,DYSLEXIC CHARACTER SHEETS
(DRUID),,(DRUIDE)
Charisma,,Charisme
You may replace this skill focus at each Mechanic level.,,Vous pouvez remplacer ce Talent à chaque niveau de Mécano.
SOCIAL IDENTITY,,IDENTITÉ SOCIALE
Wet floor,,Sol mouillé
Spend one use of mythic power to add|to any d20,,Dépenser une utilisation de pouvoir mythic|pour ajouter à n'importe quel d20
SCROLLS,,PARCHEMINS
TRAITS,,TRAITS
Samurai|Level,,Niveau|de Samuraï
planetwide,,planète
Failures,,Intrusions
Alignment,,Alignement
Autohypnosis,,Autohypnose
Craft (traps),,Artisanat (pièges)
COMBAT ACTIONS,,ACTIONS DE COMBAT
Frost,,Froid
PSICRYSTAL,,CRISTAL PSI
WITHOUT MASTER,,SANS MAITRE
Stamina,,Endurance
EMPATHY,,EMPATHIE
Profession (architect),,Profession (architecte)
No bonus.,,Pas de bonus.
TWO-WEAPON PENALTIES,,PÉNALITÉS À DEUX ARMES
Casting|Stat,,Caractéristique|de magie
Uses|Today,,Utilisation|Aujourd'hui
LOYAL GUARDIAN,,GARDIEN LOYAL
Dexterity,,Dextérité
Bonus Feat,,Don supplémentaire
Creature Type,,Type de créature
Half of Ranger’s,,La moitié du bonus
Treat unarmed attacks as cold iron and silver weapons,,Trait les attaques à main nue comme argent et fer froid
KINETIC BLAST,,EXPLOSION CINÉTIQUE
Detect Magic,,Détection de magie
Other weapons,,Autres armes
Base|Attack Bonus /|Monk Level,,Bonus d'attaque|de base /|Niveau de moine
Perform (sing),,Représentation (chant)
Dispelling Critical,,Critique de dissipation
Abundant step,,Pas chassé
Two-weapon Rend,,Éventration à deux armes
"When entering a stellar mode, and at the start of each|round, spend resolve to get two attunement points.",,Gagnez les points d’harmonisation par deux. Dépensez des|pp pour être harmonisé ou échanger vos points d’harmo.
DEBTS,,DETTES
SAVING THROW,,JET DE SAUVEGARDE
Spirit|Power,,Pouvoir|d'esprit
Base|Spells,,Sorts|de base
Gozran,,Gozran
+4 Strength  +4 Constitution  +2 Will  -2 AC,,+4 Force +4 Constitution +2 Volonté -2 CA
INT - 4,,INT - 4
Background,,Histoire
Lamashan,,Lamashan
Power cost,,Coût d'énergie
• Stunned,,* Etourdi
Mythic|Tier,,Tier|Mythique
Savage Grapple,,Lutte feroce
Bloodline Spell,,Sort de Lignage
Bonus hit points|per tier,,Points de vie bonus|par rang
"Fill in your armour class, alignment, languages, carrying|capacity and other details.",,"Remplissez vos classe d'armure, alignement, langages,|capacité de portage et autre détails."
Engineering,,Ingénierie
ORDERS,,COMMANDEMENT
Modifiers,,Modificateurs
TRANSCENDENCE,,TRANSCENDANCE
Glitching,,Disfonc.
Spell|Focus,,Magie|Renforcée
Critical Focus,,Don pour les critiques
Treat unarmed attacks as adamantine weapons,,Traiter attaques à mains nues comme des armes en adamantine
OATH,,SERMENT
Body,,Corps
Two-weapon Defence,,Défense à Deux armes
SPECIALISATION POWER,,POUVOIR DE SPÉCIALISATION
RAGING SONG!,,CHANT DE RAGE!
Fly,,Vol
BROADSIDE,,BORDÉE
Bonus to ability scores,,Bonus aux caractéristiques
WILD SHAPE,,FORME ANIMALE
Bluff or intimidate: -2 for one phase.|Cannot be used against the same ship.,,Bluff ou intimidation : -2 pour une phase.|Ne peut être utilisé contre la même cible.
MAGIC HACKS,,ALTÉRATIONS MAGIQUES
MISSION ITEMS,,OBJETS DE MISSION
Hit die,,Dé de vie
+ WIS,,+ SAG
Power|Attack,,Attaque|en puissance
Staggering Critical,,Critique ralentissant
Spell|Resistance,,Résistance|à la magie
ARMOUR,,ARMURE
Temp Attack|Bonus,,Bonus|Temp Attaque
INSPIRATION POINTS,,POINTS D'INSPIRATION
NOTES,,NOTES
STEP NINE,,ÉTAPE NEUF
Saving throw = 10 + Casting Stat + Spell Level,,Jet de sauvegarde = 10 + caractéristique de magie + niveau du sort
Base|Value,,Valeur|de base
per turn,,par tour
RANGER,,RODEUR
To overcome spell resistance,,Pour vaincre la résistance à la magie
Unsecured,,Non sécurisé
You can use your custom rig while it’s locked out.,,Utilisez l’interface même quand son verrouillage est actif.
d4,,d4
Spells from your opposed schools cost two slots to prepare.,,Les sorts opposés de votre école de magie prennent deux emplacements de sorts pour les préparer
SKILL MASTERY,,MAÎTRISE DE SPÉCIALISATION
Gunslinger’s Dodge,,Esquive du pistolier
One hit|point,,Un point|de vie
Eyes,,Yeux
-2 Strength  -2 Dexterity    Can’t charge or run,,-2 Force -2 Dextérité Ne peut charger ou courir
Constitution,,Constitution
Automatic success on casting defensively,,Succès automatic au lancer de sort sur la défensive
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.",,"Les dégâts de Châtiment sont doublés pour le|premier coup réussi contre les extérieurs mauvais,|dragons mauvais et morts-vivants."
Decipher Script,,Décryptage
"Optionally, move up to your speed.",,"Optionellement, déplacez-vous de votre vitesse."
POISON RESISTANCE,,RÉSISTANCE AU POISON
Check Penalty,,Malus aux jets
REGULAR PAYMENTS,,PAIEMENTS RÉGULIERS
Shield AC,,CA de bouclier
DEFENSIVE CASTING,,LANCER DE SORT SUR LA DÉFENSIVE
VIII,,VIII
Darkvision 60ft,,Vision dans le noir a 18m
Knowledge: Geography,,Connaissances: Géographie
FIRE AT WILL,,FEU À VOLONTÉ
(Bad),,(Mauvais)
Dodge,,Esquive
Insults,,Insultes
Tongue of the Sun and Moon,,Langue du Soleil et de la Lune
Cavalier|Level,,Niveau de|Cavalier
Trap Sense +1,,Sens des pièges +1
Item can communicate emotional intent.,,L'objet peut communiquer son intention émotionnelle
Surface is...,,La surface est...
DISTANCE,," DISTANCE"
Metamagic|Adjustment,,Ajustement|Métamagique
Favoured|Enemy,,Ennemi|juré
Craft (clothing),,Artisanat (vêtements)
IN SUMMER,,EN ETE
Improved Feint,,Science de la Feinte
Spend 1 resolve to fire all weapons in a single arc at -2.,,"Dépensez 1 pp, tirez avec toutes|les armes d’un arc à -2."
SKILLS,,COMPETENCES
Moderate Wounds,,Blessures Modérées
Improved Impaling Critical,,Science du critique empalant
Longsword,,Epee longue
Enhancement|Bonus,,Bonus d'amélioration
SUMMONER,,CONJURATEUR
1 rp,,1 pp
+ 1 ] × d6,,+ 1 ] × d6
FEATURES,,FONCTIONNALITÉS
5-Level|Bonus,,Bonus|Niveau 5
Mental Assault,,Assaut mental
Fatigue|Modifier,,Modificateur|de fatigue
Reduce turning distance 2 and fly through|enemy hexes. End facing any direction.,,Réduit virer de 2 et se déplace sur les hexagones|ennemis. Termine dans n’importe quelle direction.
DOMAINS,,DOMAINES
Cleric Level,,Niveau de prêtre
at half speed,,à la moitié de la vitesse
25ft,,"7,50 m"
Attempts to scry on you only work if your current identity is one known|to the caster.,,Les tentatives de scrutation sur vous ne fonctionne que si l'identité actuelle|est connue par le lanceur de sort
Bonus feat,,Don supplémentaire
Range I,,Portée I
Appraise,,Estimation
SLIDE,,DÉGAGEMENT
STATS DISPLAY,,AFFICHAGE DES STATS
Valuables,,Objets de valeur
Stunning Fist,,Poing immobilisant
Acrobatic,,Acrobatie
Spells|Save DC,,Sorts|DD de sauvegarde
Craft (locks),,Artisanat (serrures)
Two-handed weapon,,Arme à deux mains
Intimidate,,Intimidation
PREPARED DIVINE SPELLS,,SORTS DIVINS PRÉPARÉS
ROUND DOWN,,ARRONDIR À L’INF.
Engines,,Propulseurs
Weapon and armour proficiencies,,Maniement des armes et armures
CONCENTRATION,,CONCENTRATION
Synergy,,Synergie
to overcome target’s|spell resistance,,pour vaincre la résistance|à la magie de la cible
Alignment|Bonus,,Alignement|Bonus
Bonus to all|saving throws,,Bonus sur tous|les jets de sauvegarde
Spymaster,,Maitre espion
"Use the starting wealth for your class, or a value supplied by your GM.",,"Utiliser la richesse de départ pour votre classe, ou la valeur donnée par votre MJ"
Monk bonus applies when|unarmoured and unencumbered,,Les bonus de moine s'appliquent quand|il est sans armure et non encombré
Feats,,Dons
MESMERIST,,HYPNOTISEUR
EARTH,,TERRE
STELLAR REVALATIONS,,RÉVÉLATIONS STELLAIRES
FIRE,,FEU
Attack and damage for|1 minute.,,Attaque et dégâts pour|1 minute.
Intelligent items with an ego 20 or more always|consider themselves superior to any character.,,Les objets intelligents avec un ego de 20 ou plus se|considèrent toujours supérieurs à n'importe quel personnage.
Armour upgrade,,Amélio. d’armure
bonus granted to,,est donnée aux alliés
"Class, theme and race may each add a bonus to some skills.",,"Classe, thème et race peuvent ajouter des bonus aux comps."
3rd,,3e
Round,,Tour
Dislikes,,Deteste
Kingdom,,Royaume
Range III,,Portée III
TRACK,,PISTAGE
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,,Une morsure de vrai lycanthrope infecte la victime|et elle contracte la lycanthropie
Knowledge - INT|Profession - WIS,,Connaissance - INT|Profession - SAG
Illusion,,Illusion
"Computers check to aim next attack at one system.|On a 19 or 20, deal critical damage.",,Informatique : dégâts critiques sur 19 ou 20|à un système à la prochaine attaque.
"When making a full attack with operative melee or small|arms, make 3 attacks.",,"Lors d’attaque à outrance avec des armes légères ou de|corps à corps d’Agent, faites 3 attaques."
20ft,,"6,00 m"
TRUE AI,,VÉRITABLE IA
Skill|Bonus,,Bonus de|compétence
ADVANCED RIG,,INTERFACE ÉVOLUÉE
Damage,,Dégâts
Improved Uncanny Dodge,,Esquive instinctive supérieure
SNEAK ATTACK,,ATTAQUE SOURNOISE
+2 to any one ability score,,+2 à une caractéristique
Grand Diplomat,,Grand diplomate
CHA,,CHA
2 pt,,2 pt
Hit Points,,Points de vie
PSYCHIC AURA,,AURA PSYCHIQUE
if you fail a jump by 4 or less,,si vous loupez un saut de 4 ou moins
Will saves and perceptive skills,,Jets de Volonté et comp. de perception.
Hit|dice,,Dé de|vie
Save DC,,DD de sauvegarde
Spend 1 resolve and a computers|check to gain +2 against one|enemy for this round.,,Dépensez 1 pp et faites un test|d’informatique pour donner +2|contre un ennemi ce tour.
WEAPONS,,ARMES
"Diplomacy, Sense Motive",,"Diplomatie, Psychologie"
Bonus|Spells,,Sorts|Supplémentaires
Role,,Rôle
WIPE,,SUPPRESSION
Attribute|scores,,Valeur de|caractéristique
Spend one use of mythic power to add to any d20,,Dépensez une utilisation de pouvoir mythique pour ajouter à n'importe quel d20
Profession (barrister),,Profession (avocat)
Dwarf,,Nain
Finesse,,Finesse
Photon|Revelations,,Révélations|Photons
Slow Fall 60 ft,,Chute ralentie 18m
CALENDAR,,CALENDRIER
FULL POWER,,PLEINE PUISSANCE
Attack Bonus,,Bonus d'attaque
FRIENDLYhaacv,,AMICAL
Fire,,Feu
8ft,,"2,40 m"
BALANCE,,RÉÉQUILIBRAGE
Inspiration|today,,Inspiration|aujourd'hui
SMITE EVIL,,CHÂTIMENT DU MAL
MYTHIC SAVING THROWS,,JETS DE SAUVEGARDE MYTHIQUES
BRAVERY,,COURAGE
Shocking burst,,Foudre intense
Temp|Modifier,,Modificateur|Temp
and,,Et
Abadius,,Abadius
Suggest actions to one already fascinated creature,,Suggère une action à une créature fascinée
TRIPLE ATTACK,,TRIPLE ATTAQUE
SCIENCE OFFICER,,OFFICIER SCIENTIFIQUE
Bluff or intimidate an enemy to impose -2 for one phase.|Cannot be used against the same enemy ship again.,,Bluffe ou intimide l’ennemi pour donner -2 sur une phase.|Ne peut être utilisé à nouveau sur la même cible.
Linked,,Lié
"Fold along the dotted lines, making sure|the                hatched areas are hidden or|face down",,Plier le long des pointillés en s'assurant|que la zone hachurée est cachée|ou face retournée
Affiliation,,Affiliation
Pharast,,Pharast
Platinum,,Platine
second sneak attack in a round,,deuxième attaque sournoise dans un tour
Use touch AC beyond first range increment,,Utilise la CA de contact au-delà du premier incr. de portée
"As a standard action, touch one creature and instantly|communicate large amounts of information.",,"En une action simple, touchez un créature pour lui|transmettre rapidement des informations."
SOLDIER’S ONSLAUGHT,,ASSAUT DU SOLDAT
Feat,,Talent
DOMAIN,,DOMAINE
http://paizo.com/paizo/about/communityuse,,http://paizo.com/paizo/about/communityuse
Force their gunner to take the|worse of two rolls.,,Leurs canonniers prennent|le moins bon de 2 jets.
Weapon Specialisation  (,,Spécialisation martiale (
MASTER CONTROL,,MAÎTRE CONTRÔLE
4/silver,,4/argent
Uses|per day,,Utlisations|par jour
Telepathy,,Télépathie
FORWARD,,PROUE
Scribe scroll,,Écriture de parchemins
KI POWERS,,POUVOIRS DE KI
"Use your custom rig to communicate with your ship’s sensors,|security systems and engines up to 50 miles away.",,"Communiquez avec votre vaisseau jusque 80km :|détecteurs, système de sécurité et moteurs sont accessibles."
ARCANE ARCHER,,ARCHER-MAGE
WILL,,VOL
MERCIES,,GRÂCES
ARCANE TRICKSTER,,MYSTIFICATEUR PROFANE
ECONOMY,,ECONOMIE
Character Name,,Nom du personnage
- 1 per 5lb| carried,,"- 1 par 2,5 kg|transportés"
Own ship,,Votre vaisseau
Immune to all poisons,,Immunité à tous les poisons
Hands,,Mains
Planar Attack,,Attaque planaire
Knowledge:,,Savoir:
WILL SAVE DC,,DD DE VOLONTÉ
Enhancements,,Améliorations
Invocation|Level,,Niveau d'|Invocation
CLASS,,CLASSE
Human,,Humain
"As a standard action, deal fire damage to nearby foes who fail a Reflex save.",,"Pour une action simple, infligez des dégâts de feu aux créatures proches si leur jet de Réflexes échoue."
Base|value,,Valeur|de base
SORCERER,,ENSORCELEUR
Character traits,,Traits de personnage
FAIL,,ÉCHEC
Unarmed|Strike|Damage,,Dommages|de Frappe|à Mains Nues
Hair,,Cheveux
"On a successful surprise attack, target must make a will save|or be stunned until the end of your next turn.",,"En cas d'attaque surprise réussie, la cible doit réussir un jet de volonté|ou être étourdi jusqu'à la fin de votre prochain tour."
Total skill|ranks,,Total de rangs|de comp.
"Once a day as a move action, swap out any Operative|exploit for any other.",,"Une fois par jour pour une action de mouvement, échangez|pour 24h un exploit d’Agent contre un autre."
Necromancy,,Nécromancie
GRAPPLE,,LUTTE
"Weapons, Ammo",,"Armes, munitions"
SYSTEMS,,SYSTÈMES
CHANGE SHAPE,,CHANGEMENT DE FORME
+4 to attack,,+4 à l'attaque
You may use your Memory Module while in combat.,,Utilisez votre Module Mémoriel en combat.
POWER CORE,,COEUR ENERGÉTIQUE
KINGDOM SIZE,,TAILLE DU ROYAUME
Slow Fall any distance,,Chute ralentie illimité
TL,,IV
Knowledge (geography),,Connaissance (géographie)
Penetrating Strike,,Attaque puissante
pp,,pp
Knowledge (local),,Connaissance (folklore local)
5/silver,,5/argent
Uses per day,,Utilisations par jour
Specialist|Spell,,Sort de|Spécialisation
Only change suit design on level up,,À chaque niv. l’apparence peut changer.
x 4,,x 4
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham",,"Utilisant n'importe quelle combinaison|d'attaques à mains nues et|d'armes de moine: Kama,|Nunchaku, Bâton, Sai,|Shuriken, Siangham"
FEEDBACK,,FEEDBACK
Spell Save DC = 10 + Stat + Spell Level,,DD de jet de sauvegarde d'un sort = 10 + Stat + niveau de sort
Capital,," Capital"
Size Modifier|× 4,,Mod. De Taille|x4 
Artillerist|Level,,Artilleur|Niveau
SAVING|THROWS,,JETS DE|SAUVEGARDE
"Use your base or animal score, whichever is higher",,"Utilise tes score de base ou d'animal, en fonction du plus élevé"
STELLAR PARAGON,,PARANGON STELLAIRE
You gain another feat at each odd-numbered level.,,Vous gagnez un nouveau don à chaque niveau impair.
RAGE!,,RAGE!
Can communicate with related animals.,,Peut communiquer avec les animaux liés
STEAL SPELL RESISTANCE,,VOLER LA RÉSISTANCE À LA MAGIE
2d6,,2d6
ATTACK,,ATTAQUE
Diamond Body,,Corps de diamant
Item can decipher magical writing.,,L'objet peut déchiffrer les écrits magiques.
Craft (sculpting),,Artisanat (sculpture)
POWER LEVELS,,NIVEAUX DE POUVOIR
Expertise|Bonus,,Bonus de|Maîtrise
"Gain the Weapon Finesse feat, letting you use dexterity in place of|strength with selected weapons.",,"Gagne le don d'Attaque en finesse, vous permettant d'utiliser la dextérité au lieu|de la force avec les armes choisies"
STEP FIVE,,ÉTAPE CINQ
Craft (cooking),,Artisanat (cuisine)
INT - 8,,INT - 8
Gunslinger|Level,,Niveau|de Pistolier
Royal Enforcer,,Exécuteur Royal
+3d6 damage,,+3d6 aux dégâts
Ability|Modifier,,Mod. de|Carac.
CONTROL,,CONTRÔLE
RACIAL ABILITIES,,COMPETENCES DE RACE
SOOTHING PERFORMANCE,,REPRESENTATION APAISANTE
Hit Dice,,Dé de vie
Basic attributes,,Caractéristiques de base
HEALING,,SOINS
1 to 9,,1 a 9
Deflection|Modifier,,Modificateur|de parade
Modifier = (Ability Score - 10) ÷ 2,,Modificateur = (Valeur - 10) % 2
Fame,,Gloire
Ammo,,Munitions
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,,-4 initiative; 20% de chance de louper lors d'une attaque|-4 aux jets de perception en opposition|loupe automatiquement les jets de perception basés sur le son
Overcome spell resistance,,Vaincre la résistance à la magie
Light <illumination>,,Lumière
KINGDOM|POPULATION,,ROYAUME|POPULATION
+1 grit point,,+1 point d'audace
Summoner|Level,,Niveau de|Conjurateur
Profession (clerk),,Profession (clerc)
Pick a class,,Choisissez une classe
"Switching identity takes one minute, and must be done out of sight.",,"Changer d'identité prend une minute, et doit être fait hors de vue."
Concentration,,Concentration
QUIVERING PALM,,PAUME VIBRATOIRE
Ronin|Level,,Niveau|de Ronin
Spring Attack,,Attaque en Mouvement
Able to take 10 on any skill,,"Peut ""Faire 10"" avec n'importe quelle compétence"
Observant,,Observateur
10 to 14,,10 a 14
Technomancer|Level,,Niveau de|Technomancien
Spend 1 resolve to fix a|system for 1 hour.,,Dépensez 1 pp pour réparer|un système pour 1h.
UNCANNY AGILITY,,AGILITÉ SURHUMAINE
Perform (comedy),,Représentation (farce)
Heal / Harm,,Soigner / Blesser
Non-lethal,,Non létaux
CHARISMA,," CHARISME"
ATTACKS,,ATTAQUES
• Dazzled,,* Ebloui
Weapon Crystals,,Cristaux d’Arme
Desnus,,Desnus
"Your drone takes either a move action, a|standard action to attack or a full attack.",,"Votre drone a une action de mouvement, une|attaque simple ou une attaque à outrance."
"If this is your character’s your first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style” etc..",,"Si c'est le premier niveau de votre personnage, ou le premier niveau pris dans|une nouvelle classe, réfléchissez si vous voulez prendre un archétype|ou d'autres choix irrévocables tels qu'une voie, un style, etc..."
Percussion,,Instruments à percussion
Unconscious,,Inconscient
Inspiration Points Used,,Points d'inspiration utilisé
Speed with Armour,,Vitesse avec Armure
SKILL FOCUS,,TALENT
Rage 5/day,,Rage 5/jour
INTELLIGENCE,," INTELLIGENCE"
Increase damage reduction to 10/evil.,,Augmente la réduction de dégats de 10/maléfique
https://www.dyslexic-charactersheets.com,,https://www.dyslexic-charactersheets.com
WIS,,SAG
COUNTERMEASURES,,CONTREMESURES
POPULACE,,POPULATION
Rapid Shot,,Tir Rapide
3 rounds,,3 round
Treat unarmed attacks as magic weapons,,Considérer les attaques à mains nues comme des armes magiques
KINGDOM FINANCES,,FINANCE DU ROYAUME
"If unrest is more than 10, abandon a hex",,"Si l'insécurité est supérieure à 10, abandonner un hexagone"
Retreat 1 hex.,,Retraite d’1 hexagone.
Arcane Health,,Santé Magique
Craft (baskets),,Artisanat (paniers)
WIS - 8,,SAG - 8
"Spend 1 resolve to fire one weapon. If shields are depleted|on that quadrant, do critical damage to a random system.",,"Dépensez 1 pp, tirez avec une arme. Si les boucliers sont|épuisés sur cet arc, infligez des dégâts critique s à un sys."
Fly at ½ speed; turning distance is 2 higher.|Add your piloting ranks to AC and TL this round.,,Déplacement à ½ vitesse ; virer + 2.|Ajoutez vos rangs de pilotage à la CA et l’IV ce tour.
Cast any spell you know using your Arcane Pool,,Lancer n'importe quel sort connu à partir de la réserve magique
TIER,,RANG
COMBAT,,COMBAT
Profession (midwife),,Profession (sage-femme)
ANIMAL COMPANION,,COMPAGNON ANIMAL
KNOWN POWERS,,POUVOIRS CONNUS
Temp CMB,,BMO temp
Hit Die,,Dés de vie
Ranks,,Rangs
Create illusory double and become invisible,,Créé un double illusoire et devient invisible
Barony,,Baronnie
"Fly normally, gain +2 to AC|and TL this round.",,"Déplacement normal, +2 à la|CA et l’IV ce tour."
Apply two negative effects on trick attack.,,Applique deux effets négatifs lors d’une feinte offensive.
INTELLIGENT ITEM,,OBJET INTELLIGENT
d4 / d8,,d4 / d8
Spend one use of mythic power to end any one of:,,Dépensez une utilisation de pouvoir mythique pour terminer n'importe lequel de:
POTIONS,,POTIONS
Shield ally,,Protection d'allié
METAMAGIC SPECIALIST,,SPÉCIALISTE EN METAMAGIE
ARCANE SPELLS,,SORTS ARCANIQUE
Location,,Emplacement
ANIMAL FORM,,FORME ANIMALE
Listen,,Perception Auditive
TAKE 10,,FAIRE 10
Fly Speed,,Vitesse de vol
Improved Disarm,,Science du Désarmement
7d6,,7d6
Training,,Entrainement
IV,,IV
"Once a day, reroll a failed knowledge check.",,Relancez un test de connaissance échoué par jour.
Apply a critical effect to the,,Ajoute un effet critique à la
Outcome,,Résultat
DC,,DD
LOCK ON,,VERROUILLAGE
To swap attunement points:,,Pour échanger vos points d’harmonisation :
1 pt,,1 pt
Next month,,Prochain mois
Swim,,Natation
CONNECTION POWERS,,POUVOIRS DE CONNEXION
Bard Level,,Niveau de barde
Three at once,,Trois a la fois
• Shaken,,• Secoué
+8 Strength  +8 Constitution  +4 Will  -2 AC,,+8 Force +8 Constitution +4 Volonté -2 CA
Special Ammo,,Munitions spéciales
Common,,Commun
A secure remote access point.,,Point d’accès à distance sécurisé.
To convert a weapon or amour into a different type|up to the same value in one minute per item level:,,Convertir arme ou armure dans un autre type en (niveau) min. :
Advanced Talent,,Talent Avancé
BUILD A CHARACTER,,CREE UN PERSONNAGE
Knowledge: The Planes,,Connaissances: Plans
COMPUTER,,ORDINATEUR
MOVEMENT,,DÉPLACEMENT
Base|Points,,Base|Points
Speak with animals of its kind,,Communication avec les animaux de la même espèce
EXTRACTS,,EXTRAITS
LAY ON HANDS,,IMPOSITION DES MAINS
2d8 / 4d8,,2d8 / 4d8
Saving|Throw|Bonus,,Bonus|aux jets de|sauvegarde
Nature,,Nature
+ CON,,+ CON
Gate,,Porte
Headband,,Bandeau
Piloting modifier,,Mod. de Pilotage
hp,,pv
Operative|Level,,Niveau|d'Agent
Key ability,,Caractéristique essentielle
"While you have 1 resolve point, gain the effect for free.",,"Tant que vous avez 1 pp, bénéficiez de l'effet gratuitement."
TAX,,TAXES
SKILL|RANKS,,RANGS|DE COMP.
Erastus,,Erastus
Single-minded,,Déterminé
