Original,Part of,Translation
Take no Acrobatics penalty when moving through threatened square|at full speed.,,Não recebe penalidade em Acrobacias quando se mover através de quadrado ameaçado|em velocidade completa
AURA OF RESOLVE,,AURA DE DETERMINAÇÃO
ARMOUR CLASS BONUS,,BÔNUS DE CLASSE DE ARMADURA
2 pts,,2 pts
1 hour meditation,,1 hora de meditação
Open Lock,,Abrir Fechaduras
TRAPS,,ARMADILHAS
READ LANGUAGES,,LER IDIOMAS
SAVING|THROW,,TESTE DE|RESISTÊNCIA
Activate|ability,,Ativar habilidade
Immune to compulsion effects including magic.,,Imune à efeitos de compulsão incluindo magicos.
EFFECTIVE|CHARACTER LEVEL,,NÍVEL|EFETIVO DE|PERSONAGEM
ACROBATICS,,ACROBACIAS
Profession (stable master),,Profissão (mestre do estábulo)
Cannot run or charge|-2 Strength and Dexterity,,Não pode correr ou realizar investida|-2 Força e Destreza
INSPIRE COURAGE,,INSPIRAR CORAGEM
Slow Fall 80 ft,,Queda Leve 24m
• Fatigued,,• Fadigado
Inflict Wounds,,Infligir Ferimentos
CHA - 12,,CAR -12
ATTACK DC,,CD ATAQUE
Dying,,Morrendo
STUNNING APPEARANCE,,APARÊNCIA ATORDOANTE
Wild Empathy,,Empatia Selvagem
Skills Used Today,,Perícias usadas hoje
Spellcraft,,Arte da Magia
Reduced ability damage,,Reduz dano da habilidade
d20 +,,d20 +
BONUS FEAT,,TALENTO BÔNUS
Antipaladin|Level,,Anti-paladino|Nível
AQUATIC DRUID,,DRUIDA AQUÁTICO
Stat,,Atributo
Piloting|Ranks,,Graduações de|Pilotagem
Damage Reduction 5/Magic,,Redução de Dano Magico 5/
VIGILANTE IDENTITY,,IDENTIDADE DO VIGILANTE
Energy Resistance,,Resistência a Energia
Damage|Bonus,,Bônus de Dano
Wall of Stone,,Barreira de Pedra
Darkvision,,Visão na penumbra
Use redirection on a target who melee attacks an ally,,Use o redirecionamento em um alvo que ataques corpo a corpo um aliado
Cause enemies within 30ft to become shaken,,Faz com que inimigos em 9m fiquem abalados
to Humanoid form:,,para forma humanoide:
Favoured| Enemy,,Inimigo|Predileto
PATHFINDER SOCIETY,,SOCIEDADE PATHFINDER
Concentration|Bonus,,Bônus de Concentração
Affected|Alignments,,Alinhamentos afetados
+ 1d6,,+ 1d6
d6 / 2d6,,d6 / 2d6
EMPTY BODY,,CORPO VAZIO
EFFECTS,,EFEITOS
cr,,nd
ARMOUR CLASS,,CLASSE DE ARMADURA
Spell|Save DC,,Teste de Resistência CD
HEALING|POINTS,,PONTOS DE|CURA
+2 Constitution,,+2 Constituição
Blinded,,Cego
Times per day,,Vezes por dia
"Once a day, cast any spell from your spellbook|(excluding opposed schools; cannot use metamagic)",,"Uma vez por dia, conjure qualquer magia do seu livro de magias|(excluindo escolas opositoras; não pode usar metamagia)"
Deity,,Divindade
WELL-VERSED,,BEM-VERSADO
Revert to base form at dawn or after 8 hrs rest.,,Reverte a forma base ao amanhecer ou depois de 8h de descanso.
CONTROL SPIRIT,,CONTROLAR ESPIRITO
Profession (butcher),,Profissão (açougueiro)
(MONK),,(MONGE)
Knowledge (history),,Conhecimento (História)
CHANNEL POSITIVE ENERGY,,CANALIZAR ENERGIA POSITIVA
Mobility,,Mobilidade
Purity of Body,,Pureza Corporal
PF-RPG,,PF-RPG
"Acrobatics, Fly",,"Acrobacia, Voar"
Fire Seeds,,Semente de Fogo
Armour|Check|Penalty,,Penalidade em Teste de Armadura
Halfling,,Halfling
Trap|Sense,,Sentir|Armadilhas
+4 Stealth,,+4 Furtividade
Take 20 on Bluff and Disguise checks (limited uses),,Escolher 20 em testes de Blefar ou Disfarce (usos limitados)
ANIMAL FRIEND,,AMIGO ANIMAL
Total Repair,,Reparo Total
Firestorm,,Tempestade de Fogo
50 coins weighs 1lb,,50 moedas pesam 0.45kg
Mass Hold Monster,,Imobilizar Monstro em Massa
HEALTH SENSE,,SENSO DE CURA
Tiring Critical,,Crítico Cansativo
SECONDARY,,SECUNDÁRIO
Bear,,Urso
Twice a day,,Duas vezes por dia
Greater Weapon Specialisation,,Especialização em Arma Aumentada
• Bleed,,• Sangrar
DRACONIC RESISTANCE,,RESISTÊNCIA DRACÔNICA
MONK,,MONGE
Shadowdancer|Level,,Nível de|Dançarino das Sombras
Fast Rider,,Montar RAPIDO
N/A,,N/A
Maneuvre Training,,Treino de Manobra
Healing Effects,,Efeitos de cura
6 to 10,,6 para 10
Aggressive,,Agressivo
Dex,,Des
Tolerance,,Tolerância
Recover all hit points with 8 hours rest,,Recupere todos os pontos de vida com 8 horas de descanso
CHA - 4,,CHA - 4
Paladin|Level,,Nível de|Paladino
To use several magical effects at once,,Para usar vários efeitos mágicos de uma vez
• Fascinated,,• Facinar
WEAPON ENHANCEMENT,,MELHORIAS DA ARMA
Slow Fall 40 ft,,Queda Leve 12m
Capacity + 1,,Capacidade +1
URBAN SHAPE,,FORMA URBANA
Unlimited uses|per day,,Usos ilimitados por dia
HOLY GUN,,ARMA SAGRADA
Take no armour check penalty when riding.,,Não recebe penalidade em testes de armadura enquanto cavalga
to confirm criticals,,para confirmar críticos
Languages,,Idiomas
LONG JUMP,,PULO LONGO
Mass Hold Person,,Imobilizar Pessoas em Massa
Acrobat|Level,,Nível de Acrobacia
Dispel Magic,,Dissipar Magia
INVESTIGATOR,,INVESTIGADOR
BASE ATTACK|BONUS,,BÔNUS BASE DE ATAQUE
TOTAL,,TOTAL
MASTER STRIKE,,ATAQUE MESTRE
Disarm Traps,,Desarmar Armadilhas
Party Damage|Bonus,,Bônus de Dano em Grupo
"If you are not a Sorcerer, gain bloodline powers as if you were.",,"Se vocẽ não for um Feiticeiro, ganhe poderes de linhagem sanguínea como se fosse."
Take 10 on Spellcraft checks to identify magic items or decipher scrolls.,,Escolha 10 em testes de Artes Mágicas para identificar itens mágicos e decifrar pergaminhos.
Capacity,,Capacidade
Temp Attack,,ATAQUE TEMP
"Add 1d6 to Knowledge, Linguistics or Spellcraft",,"Adiciona 1d6 para Conhecimento, Linguística e Arte da Magia"
Bonus,,Bônus
+6 Swim and jump,,+6 Natação e Saltar
Craft (founder),,Ofício (Forjaria)
MAGICAL SUPREMACY,,SUPREMACIA MAGICA
REQUEST AID,,SOLICITAR AJUDA
Craft (leatherworking),,Ofício (Curtição)
Twice per day.,,Duas vezes por dia
CHARACTER,,Personagem
Ranger’s|Luck|Today,,Sorte do|Patrulheiro|Hoje
Barbarian|Level,,Nível de|Bárbaro
Stun (or other effects) target for one round,,Atordoa (ou outros efeitos) o alvo por um turno
DETECT EVIL,,DETECTAR O MAL
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.",,"Ataque mestre não pode ser usado novamente no mesmo alvo em|24h, passando ou não no teste de Fortitude."
Attribute|modifiers,,Modificador de Atributos
2 ki points,,2 pontos de ki
"Cannot suffer sneak attack by being flanked,|unless by Rogue four levels higher.",,"Não pode sofrer ataques furtivos ao ser flanqueado,|a não ser por Ladino quatro níveis maior."
Inflict Critical Damage,,Infligir Dano Crítico
MAP FIGURE,,FIGURA NO MAPA
DIAMOND SOUL,,ALMA DE DIAMANTE
TATTOOS,,TATUAGENS
Select new mercies each day,,Escolha novas piedades a cada dia
ANIMAL FOCUS,,ANIMAL FOCUS
APPEARANCE,,APARÊNCIA
BONUS,,BÔNUS
Improved Bull Rush,,Ultrapassar Aprimorado
Knowledge: Religion,,Conhecimento: Religião
10d6,,10 d6
Add magical properties to non-magical arrows as you fire them.,,Adicione propriedades mágicas à flechas não mágicas ao dispará-las
+1d10,,+1d10
Bardic performance,,Atuação de Bardo
Origin,,Origem
Effective|Druid Level,,Nível Efetivo|de Druida
COMBAT MANOEUVRES,,MANOBRAS DE COMBATE
Level|Adjustment,,Nível|Ajuste
Knowledge: Dungeoneering,,Conhecimento: Masmorra
Ice Storm,,Tempestade Gracial
Improved uncanny dodge,,Esquiva Sobrenatural Aprimorada
Current Shape,,Forma Atual
"Bluff, Disguise",,"Blefar, Disfarçar"
STR,,FOR
Effective|Spell Level,,Nível efetivo|de magia
KNOWLEDGE: SPIRITS,,CONHECIMENTO: Espiritos
Experience,,EXPERIÊNCIA
"Racial,|Feats,|Synergy",,"Racial, Talentos, Sinergia"
Purchase starting equipment,,Compre equipamento inicial
Profession (engineer),,Profissão (engenheiro)
Traps|today,,Armadilhas|hoje
Discern Location,,Discernir Localização
SPEECH,,DISCURSO
Monkey,,Macaco
AC,,CA
Weapon Specialisation:,,Especialização em arma:
PARTY FUNDS,,FUNDOS DO GRUPO
PARTY,,GRUPO
+10ft Speed,,+3m de Velocidade
ROGUE,,LADINO
"of selected energy type, using any weapon.",,"do tipo de energia selecionada, usando qualquer arma."
Profession (librarian),,Profissão (bibliotecário)
1ft,,30cm
SPIRIT HEAL,,CURA ESPIRITUAL
MOUNTED COMBAT,,COMBATE MONTADO
STATS,,ATRIBUTOS
• Panicked,,• Em Pânico
PREPARED ARCANE SPELLS,,MAGIAS ARCANAS PREPARADAS
EXTENDED PERFORMANCE,,ATUAÇÃO ESTENDIDA
READ MAGIC,,LER MAGIA
+1d6 Channel Energy damage,,+1d6 de Dano ao Canalizar Energia
FRIENDS AND FOES,,AMIGOS E INIMIGOS
Weapon Specialisation,,Especialização em arma
ARCANE BOND,,LIGAÇÃO ARCANA
Perform (percussion),,Atuação (Instrumentos de Percussão)
Protection from Arrows,,Proteção contra Flechas
Damage reduction,,Redução de Dano
Enchantment,,Encantamento
Speed,,Velocidade
AURA OF FAITH,,AURA DE FÉ
DRACONIC SKIN,,PELE DRACÔNICA
days,,dias
Bonus to Bluff|and Intimidate,,Bônus de Blefar e Intimidar
Party AC Bonus,,Bônus de CA em Grupo
5d6,,5d6
GOOD,,BOM
Token,,Ficha
d6,,d6
Throat,,Garganta
Damage reduction /magic,,Redução de Dano Magico
NPC GROUP,,GRUPO DE PdM
2d6 +,,2d6 +
DURATION,,DURACAÇÃO
3d6,,3d6
QUEST ITEMS,,ITENS DE MISSÃO
Attack penalty when making|a full attack,,Penalidade de ataque quando realizando um ataque completo
Act,,Atuar
FRIEND,,AMIGO
BASTION OF GOOD,,BASTIÃO DO BEM
Owl’s Wisdom,,Sabedoria da Coruja
1d4,,1d4
Craft (mechanic),,Ofício (Mecânica)
FALL,,QUEDA
Craft (carver),,Ofício (Entalhar)
Half-orc,,Meio-Orc
15 ft,,4.5m
(SORCERER),,(FEITICEIRO)
Weapon type,,Tipo de arma
Heavy Load,,Carga Pesada
DUAL IDENTITY,,IDENTIDADE DUPLA
Summoned|Today,,Invocado|Hoje
Caster|Level,,Nível do Conjurador
Morale|Bonus,,Bônus de|Moral
DIVINE GRACE,,GRAÇA DIVINA
Iron Monk,,Monge de Ferro
per successive hit,,por acerto consecutivo
Take no attack penalty for using a tower shield in combat.,,Não tem penalidade de ataque ao usar um escudo torre em combate.
HUNTER’S BOND,,ELO DO CAÇADOR
Improved Critical,,Crítico Aprimorado
AURA OF DESPAIR,,AURA DE DESESPERO
ft,,m
Name,,Nome
MOUNT,,MONTARIA
Thrice a day,,Três vezes por dia
Holy,,Sagrado
Maximum|Penalty,,Penalidade Máxima
Take 1d6 damage,,Recebe 1d6 de dano
EYES OF THE STORM,,OLHOS DA TEMPESTADE
Slow Fall 20 ft,,Queda Leve 6m
"Item can communicate with its wielder,|regardless of language.",,"Item pode falar com seu portador,|independente da linguagem."
Detect Magic|Today,,Magias Detectadas Hoje
CONTROLLED|SPIRITS,,ESPÍRITOS CONTROLADOS
Arms,,Braços
Districts,,Distritos
sq,,m²
"Climb, Fly, Survival, Swim",,"Escalar, Voar, Sobrevivência, Nadar"
FEMALE,,FEMININO
+4 Climb,,+4 Escalar
Message,,Mensagem
TEAMWORK FEATS,,TALENTOS DE TRABALHO EM EQUIPE
AURA OF HEALING,,AURA DE CURA
CATCH LEDGE,,SEGURAR NA BORDA
FAST RIDER,,MONTAR RAPIDO
Inflict Light Wounds,,Infligir Ferimento Leve
ITEM’S TOTAL|EGO SCORE,,TOTAL DE PONTOS|DE EGO DO ITEM
LEGEND LORE,,LENDAS E HISTÓRIAS
Craft (stone masonry),,Ofício (Alvenaria em Pedra)
TURNING CHECK,,TESTE DE EXPULSÃO
Dragon Form (2/day),,Forma de Dragão (2/dia)
Active,,Ativar
FAVOURED ENEMIES,,INIMIGO FAVORITO
Inventory,,Inventário
Extract|Save DC,,Teste de extrair CD
AFFILIATIONS,,AFILIAÇÕES
SPELL RANGES,,ALCANCES DE MAGIA
Race,,Raça
Enemies within 10ft take -4 to all saving throws.,,Inimigos em 6m recebem -4 em todas as resistências
Perform (act),,Atuação (Teatro)
Personality,,Personalidade
Profession (woodcutter),,Profissão (lenhador)
Weapon|Enhancement|Bonus,,BÔNUS DE MELHORIAS DA ARMA
"From level 10, a Rogue|can take Advanced Talents",,"No nível 10, um Ladino|pode adquirir Talentos Avançados"
against larger foes,,contra inimigos maiores
Max|Attacks,,Máximo de|Ataques
"Dorjes, Power stones,|Tattoos, Components",,"Dorjes, Pedras de Poder,Tatuagens, Componentes"
MYSTIC PERSISTENCE,,PERSISTÊNCIA MÍSTICA
Allies within 10ft get +4 to saves against fear effects.,,Aliados dentro de 3 metros ganham +4 em para testes contra efeitos de medo.
IMPROVED AID,,AJUDA MELHORADA
FEAT,,TALENTO
Take the better of two rolls on a Fortitude or Will save,,Escolha o melhor entre duas rolagens em um teste de Fortitude ou Vontade
Ghost Sound,,Som Fantasma
Flurry of Blows Attack Bonus,,Bônus de Ataque da Rajada de Golpes
DEFENCE,,DEFESA
5ft,,1.5m
Racial abilities,,Habilidades raciais
Endurance,,Resistência
Earthquake,,Terremoto 
Hunter|Level,,Nível de|Caçador
Attack weak point,,Atacar ponto fraco
HYBRID FORM,,FORMA HIBRIDA
DRUID,,DRÚIDA
+4 Dexterity,,+4 Destreza
III,,III
Advanced Talents,,Talentos Avançados
Spell Resistance,,Resistência Mágica
Character name,,Nome do Personagem
Craft (glass),,Ofício (vidro)
Survival,,Sobrevivência
Farms,,Fazendas
(BARD),,(BARDO)
Enemies within 10ft are shaken for 1rd + 1rd per 5 over the DC.,,Inimigos em até 6m são abalados por 1 rodada + 1 rodada para cada 5 além da CD.
+6 Constitution,,+ Constituição
INT - 12,,INT - 12
50 ft,,14m
Spell Save DC = 10 + INT + Spell Level,,Teste de Magia CD = 10 + INT + Nível da Magia
Use any skill as if you were trained,,Usar qualquer perícia como se você fosse treinado
Elf,,Elfo
Detect spirits,,Detectar Espiritos
gp,,po
Extracts|per day,,Extrair por dia
Does not detect any other evil auras nearby.,,Não detectar quaisquer outras auras malignas nas proximidades.
Quivering Palm,,Mãos Vibrantes
+ 2 + 2d6,,+2 + 2d6
Energy resistance:,,Resistência a energia:
Shoulders,,ombros
Damage|to object,,Dano do objeto
CON,,CON
AC Penalty,,Penalidade CA
INT,,INT
d100,,d100
Basic|Damage,,Dano Base
+1 per level,,+1 por Nível
Your base speed (measured in feet per six seconds),,Sua velocidade base (medida em metros por 6 segundos)
Scenario,,Cenário
Control spirit,,Controlar espirito
"Take second attack with off-hand weapon, at -5 penalty",,"Realiza um segundo ataque com a arma da mão inábil, com -5 de penalidade"
Craft (glassblowing),,Ofício (Inflação de Vidro)
SANCTIFIED|ROGUE,,LADINO|SANTIFICADO
DEITY,,DIVINDADE
to attacks of opportunity,,para ataques de oportunidade
Summon Undead V,,Invocar Mortos-Vivos V
Caster Levels,,Níveis de conjuração
Area / Target,,Área / Alvo
Iaijutsu Focus,,Foco Iaijutsu
Worn Items,,Itens Vestidos
Arcane|Caster Level,,Nível de Conjuração Arcana
Magic vestment,,Roupa Encantada
• Confused,,• Confuso
Artiste,,Artista
"Bluff, Diplomacy,|  Intimidate",,"Blefar, Diplomacia, Intimidar"
WITCH,,BRUXA
Mystic Persistence,,Presenção Mística
Bloodline powers,,Poderes de Linhagem sanguínea
Bardic Knowledge,,Conhecimento de Bardo
Spell critical,,Magia Crítica
Resistance to selected|  energy type,,Resistência ao tipo de energia selecionada
COMBAT ABILITIES,,Habilidades de Combate
Mutation,,Mutação
2nd round,,2º turno
DEX,,DES
Country,,País
AURA OF CARE,,AURA DE CUIDADOS
Water Breathing,,Respirar na Água
2d6 / 3d8,,2d6 / 3d8
LEVELS,,Níveis
"Climb, Jump, Swim",,"Escalar, Saltar, Nadar"
Assassin|Level,,Nível de|Assassino
MONASTIC MOUNT,,MONTARIA MONÁSTICA
Detect Undead,,Detectar Mortos-Vivos
RANGED,,ALCANCE
Strength,,Força
AC BONUS,,BÔNUS DE CA
Damage:,,Dano:
UNCHAINED,,Desacorrentado
Soul,,Alma
Take only half damage on a failed reflex save.,,Recebe apenas metade do dano em um teste de reflexos mal sucedido
Cause an enemy to die of joy or sorrow,,Faz um inimigo morrer de alegria ou tristeza
Cast any spell from the Wizard spell list,,Pode conjurar qualquer magia da lista de magias do Mago
Profession (baker),,Profissão (padeiro)
Duration|of bonus,,Duração do bônus
LANGUAGES,,IDIOMAS
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),,Modificador de Habilidade = (Valor Total de Habilidade - 10) ÷ 2 (Arredondado para baixo)
Armour|Bonus,,Bônus de Armadura
rks,,grad
Fatigued|Penalty,,Fadigado|Penalidade
ENERGY RESISTANCE,,RESISTÊNCIA A ENERGIA
Weapon Focus,,Foco em arma
WIDE AUDIENCE,,GRANDE AUDIÊNCIA
Vicious,,Vícios
15 Acrobatics,,15 de Acrobacia
PARTY INVENTORY,,INVENTÓRIO DO GRUPO
+1 use /day of Lay On Hands,,+1 uso/dia de Curar Pelas Mãos
Energy,,Energia
Bombs Today,,Bombas Hoje
Earth,,Terra
Craft (shoes),,Ofício (sapatos)
EQUIPMENT,,EQUIPAMENTO
bp,,PC
Greater Two-weapon Fighting,,Combater com duas mãos aumentado
Mounted Speed,,Velocidade Montado
Wall of Fire,,Barreira de Fogo
CLASSES,,CLASSES
Favoured class,,Classe Favorecida
Fighter,,Lutador
80 ft,,24m
ACROBAT,,ACROBACIAS
9ft,,2.7m
Keen,,Aguçado
Creature Name,,Nome da Criatura
100 ft,,30m
OATHBOUND PALADIN,,PALADINO PRESO AO JURAMENTO
"On a successful surprise attack, opt to demoralise enemies.",,"Em um ataque surpresa bem sucedido, opte por desmoralizar inimigos."
Spell Failure,,Falha Magica
Half-elf,,Meio-elfo
With half hit points,,Com metade dos pontos de vida
2d8,,2d8
Perfect Strike,,Golpe Perfeito
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,,Mod. de Habilidade =| (Total de pontos de habilidade - 10) ÷ 2
Light <weight>,,Leveza
Manyshot,,Tiros múltiplos
5 ft,,1.5m
HEALING DOMAIN,,DOMÍNIO DA CURA
Elemental Swarm,,Grupo de Elementais
Base Save,,Teste Base
Linguistics,,Linguística
HIT POINTS & SKILL RANKS,,PONTOS DE VIDA & GRADUAÇÕES EM PERÍCIAS
Ki Pool,,Reserva de KI
Can be dispelled,,pode ser dissipado
Profession (gambler),,Profissão (apostador)
Immune to fear effects including magic.,,Imune a efeitos do medo incluindo magiacos
"Take 10 on Acrobatics, Climb, Escape Artist, Fly, Ride or Swim checks,|even while distracted or in immediate danger.",,"Escolher 10 em testes de Acrobacia, Escalar, Arte da Fuga, Vôo, Cavalgar ou Nadar,|mesmo enquanto distraído ou em perigo imediato."
Disguise,,disfarçar
"Climbing, flying and|  swimming speeds",,"Velocidade de Escalar, Voar e Nadar"
BLOODRAGER,,FURIANTE SANGUÍNEO
3d8,,3d8
Witch|Level,,Nível de|Bruxa
Judgements|Today,,Julgamentos|Hoje
allies within,,aliados dentro
"Cannot be flanked or sneak attacked, except|by a Rogue 4 levels higher.",,"Não pode ser flanqueado ou sofrer ataques furtivos,|a não ser por Ladino quatro níveis maior."
Hide,,Esconder
DATE,,DATA
30 ft,,9m
Perfect Self,,Auto-Perfeição
Player,,Jogador
Power Points,,Pontos de Poder
EXPERT|TRAINER,,TREINADOR|EXPERT
d8 / 2d8,,d8 / 2d8
Rounds today,,Rodadas hoje
Bonus Language:,,Bônus de Idioma:
FORTITUDE OF THE CRYPT,,FORTITUDE DA CRIPTA
DISTRACTION,,DISTRAÇÃO
Auras Today,,Auras Hoje
Wisdom,,Sabedoria
FRIGHTENING TUNE,,TOM ATERRORIZANTE
Profession (sailor),,Profissão (marinheiro)
(Round down),,(Arredonda para Baixo)
Ki Pool (adamantine),,Reserva de KI (adamantino)
Inflict Serious Damage,,Infligir Dano Sério
MAGIC ATTACKS,,ATAQUES MÁGICOS
WEAPON TRAINING,,TREINAMENTO EM ARMA
SPECIAL MOUNT,,MONTARIA ESPECIAL
Electricity,,Elétrico
From level 2:,,A partir do nível 2:
Initiative bonus,,Bônus de Iniciativa
SPEED,,VELOCIDADE
Greater Prying Eyes,,Grandes olhos curiosos
PERSONALITY,,PERSONALIDADE
DIPLOMACY MODIFIERS,,MOD. DE DIPLOMACIA
Base|Speed,,Velocidade Basica
CROWD CONTROL,,CONTROLAR GRUPO
BONUS LANGUAGES,,BÔNUS de IDIOMA
BARDIC PERFORMANCE,,ATUAÇÂO DE BARDO
Bonus combat feat,,Talentos bônus de combate
Profession (courtesan),,Profissão (conrtesã)
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks",,"-2 em rolagens de ataque, rolagens de dano,|resistências, perícias e testes de habilidades"
II,,II
Craft (cloth),,Ofício (tecido)
Gifts,,Presentes
DRACONIC ADAPTATION,,ADAPTAÇÃO DRACÔNICA
Bonus Spells,,Magias Bônus
Weapon|Enhancement,,Melhorias da Arma
"From level 8, heal ability damage once per day.",,"A partir do nível 8, cure dano em habilidades uma vez por dia."
EXPANDED REPERTOIRE,,REPERTÓRIO EXPANDIDO
Caster Level,,Nível do Conjurador
"Once a day, cast any bard, cleric or sorcerer/wizard spell.|Uses a spell slot of the spell’s level.|Minimum casting time 1 round.",,"Uma vez por dia, conjure qualquer magia de bardo, clérigo ou mago/feiticeiro.|Usa um espaço de magia do nível da magia.|Tempo de conjuração mínimo de 1 rodada."
Pathfinder Society Faction,,Facção da sociedade Pathfinder
Slow Fall 70 ft,,Queda Leve 21m
Weapon|Damage|Bonus,,Bônus Dano da Arma
"Cannot rage, run or charge|while fatigued.",,"Não pode entrar em Fúria, Correr ou dar Investida|enquanto estiver fatigado."
coins,,moedas
Value,,Valor
Rounds|today,,Rodadas|hoje
"In the event of a personality conflict, the wielder|must make a will save against the item’s ego,|or the item becomes dominant.",,"No evento de conflito de personalidades, o portador|deve fazer um teste vontade contra o ego do item,|ou o item se torna dominante."
OTHER DAMAGE,,OUTROS DANO
+20ft Speed,,+6m de Velocidade
Profession (tanner),,Profissão (curtidor)
Stunning Critical,,Crítico Atordoante
CRIT,,CRIT
Profession (shepherd),,Profissão (pastor)
Rogue|Talents,,Talentos do Ladino
Climb,,Escalar
Deny DEX bonus to AC,,Remove DES Bônus da CA
Knowledge (religion),,Conhecimento (Religião)
Profession (soldier),,Profissão (soldado)
Scorpion Style,,Estilo Escorpion
None,,Nenhum
Ghost Touch,,Toque Fantasma
Meticulous,,Meticuloso
Craft (pottery),,Ofícios (Poesia)
"Apply this bonus to Diplomacy, Knowledge (history),|Knowledge (local) and Knowledge (nobility) checks",,"Aplica este bônus para testes de Diplomacia, Conhecimento (historia), Conhecimento (local) e Conhecimento (nobreza)"
HOLY CHAMPION,,CAMPEÃO SAGRADO
Additional abilities,,Habilidades adicionais
Use monk level in place of BAB for calculating CMB,,Use o nível do monge no lugar de BBA para calcular BMC
Keyboard|Instruments,,Teclado|Instrumentos
KNOWN SPELLS,,MAGIAS CONHECIDAS
Spot,,Observar
HIT|DICE,,DADOS|DE VIDA
Times Today,,Hoje
Cure Wounds,,Curar Ferimentos
COUNTERSONG,,MÚSICA DE PROTEÇÃO
FORT,,FORT
Craft (leather),,Ofício (couro)
AETHER,,ÉTER
CHARACTER|BACKGROUND,,Antecedentes do Personagem
Shatter,,Despedaçar
Size Modifier|x4,,Mod. de Tamanho|x4
Flurry of Blows,,Rajada de Golpes
Sense Motive,,Sentir Motivação
(WIZARD),,(MAGO)
Creatures|summoned|today,,Criaturas Invocadas Hoje
Aura,,Aura
WILDBLOODED|SORCERER,,FEITICEIRO DE|SANGUE SELVAGEM
Prestige,,Pretigio
10/magic,,10/magia
Sage,,Sábio
Size,,Tamanho
Twice per day,,Duas vezes por dia
Fighter|Level,,Nível de|Guerreiro
RANGED|ATTACK,,ALCANCE DO ATAQUE
Promotions,,Promoções
SOCIAL CONNECTIONS,,CONEXÕES SOCIAIS
Slow Fall 90 ft,,Queda Leve 27m
HOME,,Casa
CREATURE TYPE,,TIPO DA CRIATURA
Temp|Bonus,,Bônus Tem
"Bluff, Diplomacy, Sense Motive",,"Blefar, Diplomacia, Sentir Motivação"
Air,,Ar
Energy Type,,Tipo de Energia
Sneak Attack +1d6,,Ataque Furtivo +1d6
Remember to role-play your character traits.,,Lembre-se de interpretar os traços do seu personagem.
2d10,,2d10
Climb Speed,,Velocidade de Escalar
Mass Suggestion,,Sugestão em Massa
Use Rope,,Usar Cordas
TATTOOED|SORCERER,,FEITICEIRO|TATOADO
DRACONIC AURA,,AURA DRACÔNICA
•  1d4 strength or dexterity damage,,• 1d4 dano de força ou destreza
REF,,REF
Heal Undead,,CURA MORTO
Bluff,,Blefar
1 hour,,1 hora
Base|Attack,,Base de Ataque
Wholeness of Body,,Integridade Corporal
ALCHEMIST,,ALQUIMISTA
FIREARMS,,ARMAS DE FOGO
Class|Skill,,Perícias|da Classe
Add your Dragon Disciple level and Sorcerer level to gain access|to draconic bloodline powers.,,Adicione seu nível de Díscípulo do Dragão e Feiticeiro para ganhar acesso|aos poderes da linhagem sanguínea dracônica.
Item|Bonus,,Item|Bônus
Basic Value,,Valor Base
Misc,,Outros
Use d6 for medium or d4 for small sized characters.,,Use d6 para médio ou d4 para personagens pequenos
Horrid Wilting,,EVAPORAÇÃO
Number of|Witches,,Número de|Bruxas
Fire Shield,,Escudo de Fogo
SAMURAI,,SAMURAI
Profession (miller),,Profissão (moleiro)
ARCHERY,,TIRO COM ARCO
SETTLEMENT,,ACAMPAMENTO
CHOICES,,ESCOLHAS
Range:,,Alcance:
Bonus|Points,,Pontos|Bônus
BARDIC KNOWLEDGE,,CONHECIMENTO DE BARDO
SUMMON SHADOW,,Invocar Sombra
Agile Manoeuvres,,Manobras Ágeis
Points,,Pontos
10ft,,3m
USES PER DAY,,USOS POR DIA
Martial Lore,,Conhecimento Marcial
Knowledge (nature),,Conhecimento (Natureza)
Uncanny Dodge,,Esquiva Sobrenatural
TWO-WEAPON FIGHTING,,LUTAR COM DUAS ARMAS
(PALADIN),,(PALADINO)
Summon monster I,,Invocar Monstro I
(CLERIC),,(Clérigo)
Take -2 penalty to AC against any enemy except challenged target,,Receba -2 de penalidade na CA contra qualquer inimigo exceto o alvo desafiado
Attack and damage,,Ataque e dano
FIGHTER,,GUERREIRO
Feat Sharing|Today,,Talento partilhado por dia
Perform (wind),,Atuação (Instrumentos de Sopro)
HEALTH,,CURA
Base Attack|Bonus,,Bônus Base de Ataque
Courage Bonus,,Bônus de Coragem
FAVOURED ENEMY,,INIMIGO FAVORITO
Profession (farmer),,Profissão (fazendeiro)
Base magic item,,Item mágico base
Still Mind,,Mente Tranquila
Craft (calligraphy),,Ofícios (Escrita)
TIMELINE,,LINHA DO TEMPO
MALE,,MASCULINO
Paralysed,,Paralizado
HARD TO KILL,,DURO DE MATAR
"Bluff, Diplomacy",,"Blefar, Diplomacia"
Immune to charm effects including magic.,,Imune à efeitos de encantamento incluindo magia.
Saving throw,,Teste de resistênia
Use bonus in place of...,,Use bônus no lugar de...
ARCTIC DRUID,,DRUIDA ÁRTICO
Comprehend Languages,,Compreender Idiomas
Dance,,Dançar
55ft,,16.5m
BASE ATTACK,,BASE DE ATAQUE
